Network Slice ID,Timestamp,Device ID,Traffic Load (bps),Traffic Type,Network Utilization (%),Latency (ms),Packet Loss Rate (%),Signal Strength (dBm),Bandwidth Utilization (%),Network Slice Failure,QoS Metric (Throughput),Overload Status,Device Type,Region,Network Failure Count,Time of Day,Weather Conditions
2,2025-01-03 03:00:00,105,0.24766517392117235,1,0.5499053546181529,0.5810097492751621,0.26976902701952327,0.9895203321538404,0.40886800571016324,0,0.3998067928490989,1,2,3,4,2,2
3,2025-01-03 04:00:00,178,0.4865107593415301,1,0.417248863436404,0.905281698432511,0.5115265164421356,0.46970639900699895,0.6992193643572551,0,0.4000624871013899,1,0,1,1,0,1
4,2025-01-03 05:00:00,131,0.45918172024821713,3,0.8781936754501751,0.3205885478468796,0.4402039987993429,0.2558181761842431,0.6386802036253765,1,0.28789271527742266,1,2,3,1,1,0
3,2025-01-03 06:00:00,150,0.40480520116451957,0,0.203912716834731,0.6711646111248799,0.5125191424835677,0.8921301719284191,0.5321567424530278,1,0.5973015999881144,0,1,3,2,2,2
4,2025-01-03 07:00:00,174,0.3125395073049564,1,0.8268688300903255,0.18812081075125905,0.6728819046736525,0.4910225532244812,0.7684098409395712,0,0.9297485950696587,0,2,1,4,0,2
4,2025-01-03 08:00:00,157,0.7770519315177038,3,0.5578830157977888,0.6256406838480142,0.38716035881626415,0.5993858446747642,0.7579336051271057,0,0.9239196731223329,0,1,3,4,1,2
1,2025-01-03 09:00:00,186,0.3755608924421969,2,0.05441175730806491,0.33688112035033924,0.2512716935836557,0.09468844636944418,0.6178091109234174,0,0.7026363694812721,0,2,3,3,0,1
3,2025-01-03 10:00:00,125,0.26575840670934203,0,0.9723630545043056,0.21145898266786942,0.16612328549713176,0.382615301314043,0.786995470376596,1,0.9061012462268101,1,2,2,2,2,1
1,2025-01-03 11:00:00,197,0.8144581155794554,2,0.5127743693730182,0.3135793693919574,0.3494857145306165,0.9452497030154723,0.3341203873684455,1,0.9635019487361309,0,0,2,2,1,2
3,2025-01-03 12:00:00,145,0.8772402311232984,2,0.29086281667406677,0.17904526244054383,0.7420082628590813,0.5896927296485701,0.8812858074366214,0,0.7948893579724683,0,2,0,0,2,0
3,2025-01-03 13:00:00,197,0.9356643014218179,1,0.4695322243917317,0.9031597737765079,0.7569139201016413,0.3441099231519045,0.6148590761501203,0,0.40716081623774736,0,0,2,3,0,2
1,2025-01-03 14:00:00,128,0.2950171828954514,1,0.858286520081389,0.3977049679556697,0.6670708641797245,0.6259400257455663,0.8223804939165702,0,0.482641405473741,1,1,1,1,2,0
1,2025-01-03 15:00:00,103,0.7642025979113434,1,0.30490004040486096,0.2455790086165758,0.23398380508636088,0.9113571728696379,0.5462056023616748,0,0.9312019758251937,0,1,3,0,0,0
3,2025-01-03 16:00:00,180,0.48635495588536426,0,0.1925856709505338,0.44899955643468725,0.588213513862053,0.27343195422722655,0.2182572976252466,0,0.6696448930054465,0,0,0,2,1,1
2,2025-01-03 17:00:00,198,0.6618586462015118,2,0.12893085003407934,0.32094405756189404,0.5708084961684877,0.5051045384413595,0.5423353582506878,1,0.8205085677066054,1,2,2,1,2,1
4,2025-01-03 18:00:00,112,0.05615267848398786,0,0.2978508137318947,0.7454365067769928,0.484343136833569,0.9597508876552572,0.3709807528410145,0,0.11509733406847446,1,1,3,4,1,1
1,2025-01-03 19:00:00,138,0.12628983004068697,1,0.7804160594437826,0.9725632069916198,0.5500877809739229,0.1715972908009169,0.6974750936775591,1,0.19297649191003174,1,1,1,3,1,0
4,2025-01-03 20:00:00,114,0.27558849191157486,2,0.47175348089666436,0.43861045848559366,0.49187121899944536,0.7201590132074951,0.4756971887997652,1,0.3433607679736286,1,1,3,2,1,0
2,2025-01-03 21:00:00,128,0.42935426144710254,0,0.22741805869245968,0.8622182940987583,0.5655726636989599,0.614727405136317,0.8361342911561971,1,0.18730905345490084,1,0,1,4,1,0
2,2025-01-03 22:00:00,128,0.4700979781162917,0,0.1660735860673881,0.5666236392629673,0.7156949924194521,0.6800756706952313,0.6780422032100011,1,0.9063808693736704,1,1,3,2,2,1
2,2025-01-03 23:00:00,174,0.9643610722839006,3,0.332748123046986,0.15740879971666774,0.10952351827820203,0.35084358194197307,0.6845162449945519,1,0.21599274785646722,1,1,0,1,2,1
1,2025-01-04 00:00:00,131,0.9783221748381871,0,0.9404171979579312,0.691562658717632,0.7498313303458582,0.3134150388075094,0.21697396567258997,1,0.5566874147061535,0,1,0,0,1,1
2,2025-01-04 01:00:00,101,0.324580888702914,1,0.3430534005781558,0.5141196930064708,0.13579420318257537,0.6846209314436793,0.9843198023917044,1,0.08440099365960983,1,1,2,1,1,2
1,2025-01-04 02:00:00,146,0.456511916738633,0,0.9886545417658603,0.6514889137161548,0.06650247689831428,0.21484644814519438,0.8416985184947663,1,0.15399097996425426,1,0,2,3,0,0
2,2025-01-04 03:00:00,177,0.031626988719829774,2,0.485368195350101,0.890913498887559,0.9763950434494029,0.4194405016369189,0.789010931873394,0,0.24655335068002487,1,0,3,3,1,0
4,2025-01-04 04:00:00,183,0.9198046224659681,0,0.17906264041376874,0.44101482392926417,0.957297872767976,0.18741309967539088,0.3300709110288169,0,0.9828993812180751,1,2,3,2,0,2
4,2025-01-04 05:00:00,121,0.06057749663909687,3,0.891594819610456,0.9024202275316014,0.06030802197142669,0.007118017098548091,0.5355546608756145,0,0.7968504831069005,1,1,2,1,0,0
3,2025-01-04 06:00:00,174,0.6598632490807597,2,0.46047368694652,0.7516952517223082,0.44331049827136393,0.9711444688095412,0.13689558436337812,0,0.6731960614569706,0,0,2,0,1,0
4,2025-01-04 07:00:00,126,0.5670722749975516,2,0.7099843563863864,0.48925442747681636,0.18617740399742252,0.43151722184162566,0.5383999168756466,0,0.9161893476001479,0,2,3,3,2,2
3,2025-01-04 08:00:00,166,0.9320051459655808,3,0.9842386031591537,0.6040364076809948,0.4854223587837487,0.9704350498232099,0.14568452227147444,1,0.9561831547457813,0,2,3,0,0,0
4,2025-01-04 09:00:00,180,0.06713237061635849,1,0.0499733410134755,0.325996275772897,0.830421870483225,0.13944883592171164,0.5529665566366027,1,0.4529543680443211,0,1,3,4,2,1
1,2025-01-04 10:00:00,155,0.7506788579161511,2,0.09652887886715189,0.984958388223843,0.950914785783696,0.5875490684911511,0.6486819518126044,1,0.3269223778919747,0,2,0,2,1,2
4,2025-01-04 11:00:00,191,0.4434322165935133,1,0.7207781770178656,0.6682576251299399,0.6344023017435019,0.20024274881979265,0.39007131090914693,1,0.3145336555269716,0,0,1,0,1,0
3,2025-01-04 12:00:00,192,0.6343181595605453,2,0.2818038968487957,0.04385698260353768,0.3539194105099137,0.7907356899020968,0.4984557317244267,1,0.034617557148421255,0,2,1,2,1,1
3,2025-01-04 13:00:00,120,0.7902696290097133,2,0.1842041311003697,0.3270385451877357,0.6034602212814424,0.7843494880115587,0.8756878327372646,0,0.27881432813082246,1,2,2,4,1,0
2,2025-01-04 14:00:00,146,0.20062922338654396,1,0.03915142591720855,0.624157589895457,0.31199473525223714,0.11166693361084867,0.10834618741981838,0,0.3543111726022218,1,0,0,0,0,2
1,2025-01-04 15:00:00,179,0.3495528440808041,2,0.02162257991101524,0.05636135803421122,0.910106878836732,0.9130144453201658,0.7917398343762865,1,0.035788674646231075,1,2,3,0,0,1
4,2025-01-04 16:00:00,158,0.49951255775856696,1,0.7748492315962416,0.023865623675017544,0.8706645897699552,0.1938833627964507,0.17055797601576494,0,0.8824924685020421,1,2,3,4,2,0
2,2025-01-04 17:00:00,183,0.6537969302267608,3,0.13429721797643612,0.4506182786348494,0.5583445455969672,0.613220183307855,0.03646747606782119,0,0.8477033906888319,1,2,2,1,2,2
4,2025-01-04 18:00:00,105,0.2044464080626063,1,0.46784468154407155,0.33311554270954513,0.32479854847530426,0.9867575568038633,0.18538288481475695,0,0.25064395631212055,1,2,2,0,0,0
4,2025-01-04 19:00:00,118,0.7516170172986352,3,0.6061287871070002,0.43887579070757843,0.2933740822879426,0.8832763814598978,0.7650413841964352,0,0.8023521099320594,0,1,0,0,1,0
2,2025-01-04 20:00:00,156,0.4208051032309186,2,0.42844512173441474,0.26301804739784906,0.03327637383908603,0.9576191339523366,0.4050063101149073,0,0.7959976000849627,1,1,1,3,2,1
2,2025-01-04 21:00:00,168,0.5873756910996163,1,0.02688662792207519,0.16490163759238943,0.8160585189000946,0.3422023396449101,0.8725539351573384,1,0.3342543286915393,1,0,1,1,0,0
2,2025-01-04 22:00:00,102,0.8271850321845425,2,0.7838721718778325,0.6900811468948982,0.45044372616491657,0.10461880175113736,0.5246269689965575,0,0.6967367834272301,1,2,3,0,2,2
2,2025-01-04 23:00:00,100,0.9049075862928572,1,0.010280241772049115,0.5152579461196369,0.32513272341611205,0.1875857341197582,0.022005106917398765,0,0.2890461303387801,0,0,2,4,0,2
2,2025-01-05 00:00:00,157,0.4898137926122452,3,0.7622436864492448,0.20038904434683438,0.4711809161079072,0.5004717873755877,0.7166959645312818,1,0.06920545185984738,0,1,0,2,1,1
4,2025-01-05 01:00:00,137,0.6137788125105724,3,0.893760911858025,0.3199959560082518,0.8189770724834665,0.7938987020832862,0.11001649867840646,1,0.5042397261119357,0,2,3,4,0,1
2,2025-01-05 02:00:00,114,0.3032992494724941,1,0.43293674714416475,0.5926057709184922,0.12451679641531596,0.1493022023276298,0.7893858035929673,1,0.43769050659377184,1,2,1,1,2,0
1,2025-01-05 03:00:00,133,0.26702041470428506,3,0.5357195029974733,0.0722802802439381,0.8579139367129802,0.6600849178930333,0.1679051056710521,1,0.13716221571297477,1,1,1,3,0,2
3,2025-01-05 04:00:00,160,0.8657842255677923,2,0.47711469179858446,0.14761208062225364,0.8977861032125861,0.3231361995080626,0.34530706345923146,1,0.48997842260980407,1,2,0,3,2,1
2,2025-01-05 05:00:00,134,0.1956735605986414,2,0.3892713715862688,0.0732979970191868,0.9470090335841168,0.34080233851486463,0.7612683877133066,1,0.9493421792291281,0,2,3,3,2,0
2,2025-01-05 06:00:00,163,0.09947939388004026,0,0.8878763615866605,0.8134321940150004,0.3975228633087894,0.6622762847572701,0.954291555292583,1,0.7311023909309352,0,1,0,4,2,0
4,2025-01-05 07:00:00,124,0.8330488065455258,3,0.8943904199599373,0.7534379723416489,0.217087847060876,0.46689711634388886,0.3713031453358566,1,0.7385903780793888,1,0,3,2,1,2
2,2025-01-05 08:00:00,123,0.9932459201752121,2,0.33583742183096876,0.7543429701402666,0.3736641288575121,0.8127467754211277,0.8294195064782712,0,0.7572909012803368,0,0,1,2,1,2
2,2025-01-05 09:00:00,111,0.584902867673899,1,0.6153088893929131,0.717302209437319,0.33291566238733183,0.1550806980455679,0.19060225755641236,1,0.7443586731830315,1,2,2,0,0,0
2,2025-01-05 10:00:00,117,0.10222042182672877,3,0.9273902219609478,0.6702948101443258,0.1760814863312659,0.7906095351336675,0.8071917740619261,1,0.01877121598001323,0,1,2,2,0,2
4,2025-01-05 11:00:00,114,0.0960951202357529,2,0.9625686092831682,0.47762472244509513,0.6074032362842031,0.06318066385955312,0.6574570058643521,0,0.9246282444576257,0,0,1,2,2,0
2,2025-01-05 12:00:00,179,0.9088304947427462,3,0.509115310441735,0.6431485813592811,0.47669739456959287,0.19330623451630569,0.19255413878321592,1,0.8299635133587734,0,0,2,0,1,0
3,2025-01-05 13:00:00,126,0.05732565593255046,1,0.452937238227032,0.03836379938770554,0.8659628408058009,0.6564946314153612,0.30235056426793006,1,0.27374967327773736,1,2,2,4,0,2
4,2025-01-05 14:00:00,171,0.6201433836949458,2,0.27867076462475326,0.62230491927011,0.03196732533058977,0.8557405520557619,0.13156153730474318,1,0.5522419663707923,0,0,3,4,0,1
3,2025-01-05 15:00:00,159,0.6976856509468399,0,0.9593794949910004,0.7789430574142597,0.6440222370841727,0.25207059460248793,0.3828399855413678,1,0.614577852655493,1,1,0,1,1,0
4,2025-01-05 16:00:00,145,0.8450790591251859,0,0.14268463998330216,0.501024758384671,0.7631609154166945,0.32675874611230205,0.20346284668854087,0,0.13094700585190838,1,0,3,4,2,2
2,2025-01-05 17:00:00,188,0.053585260102741256,3,0.5800411912078309,0.3579743764931095,0.7596969276551107,0.5371842374255111,0.6439564770919597,0,0.25310931859810015,1,1,0,3,0,0
3,2025-01-05 18:00:00,116,0.8474083207948647,1,0.28252972745473226,0.27777265266930273,0.8863456918704423,0.21086658187422636,0.9945785011544159,1,0.02212416722657025,0,1,0,3,2,0
4,2025-01-05 19:00:00,192,0.12386374765181934,2,0.2789849842370111,0.6436732211387275,0.7292293385509047,0.8118676703612948,0.011760561678974435,0,0.863817364829191,0,2,2,1,1,0
1,2025-01-05 20:00:00,152,0.46436886245670894,1,0.40504364781879,0.6937442469530575,0.9281020190056358,0.7742593437580318,0.5408445544311149,0,0.02378075393156838,0,0,0,2,1,2
2,2025-01-05 21:00:00,107,0.6925519270661764,2,0.9993317332916807,0.8721667751108323,0.33266004211874484,0.14442877473322424,0.5736020709612284,0,0.3179181550754027,1,2,0,1,0,2
4,2025-01-05 22:00:00,178,0.1580993313805967,3,0.054768038949399855,0.3427733092767937,0.5032955386595824,0.46371993433255176,0.9142558706994182,0,0.07718511273444405,0,0,1,0,0,2
1,2025-01-05 23:00:00,126,0.5580545935310405,2,0.578752427711033,0.7708260071742963,0.013928667692228409,0.7754532816517459,0.505918633213003,0,0.781174178169607,0,2,0,1,1,1
4,2025-01-06 00:00:00,145,0.3738548445971813,1,0.08239544846521052,0.5621099103998405,0.006803139113743132,0.3369206411298662,0.5436270724185834,0,0.9249204261631763,1,2,1,1,2,0
1,2025-01-06 01:00:00,149,0.23193792790306358,1,0.1544003075131155,0.8840527283045075,0.24008520660004407,0.6333972578517979,0.47155484124579283,1,0.5623259650736533,1,2,3,3,2,1
2,2025-01-06 02:00:00,170,0.2853840777770853,3,0.43966501808866765,0.5285179730190741,0.10069824482170724,0.04912538385181486,0.2687398966937191,1,0.13857778671433213,1,0,2,0,1,0
3,2025-01-06 03:00:00,102,0.5814685143472725,1,0.5106175736175762,0.5183210553669221,0.26017969065223695,0.6089214624821973,0.05579495872997442,0,0.5576657115583304,0,2,0,0,0,2
1,2025-01-06 04:00:00,192,0.0671045485706146,2,0.2587533150042538,0.5786549181385408,0.17697129950628823,0.15180744748337638,0.4085390764198322,0,0.7700964366302853,0,1,1,1,1,0
4,2025-01-06 05:00:00,163,0.7904554802752825,3,0.3164630697992319,0.7503396466014064,0.028376029563113327,0.8313406665330945,0.052356170079469244,0,0.7181101379468277,1,0,3,0,0,0
2,2025-01-06 06:00:00,143,0.34572341770461446,2,0.086793742778831,0.9660243874082813,0.9095871325732117,0.35508341571850766,0.5504203479045171,1,0.7414404327130066,0,1,3,0,2,0
1,2025-01-06 07:00:00,152,0.9656108385787164,1,0.3032153852878594,0.07361620391603454,0.008069296702500726,0.28101309878597314,0.3071418169056892,1,0.27834952920490874,1,2,3,4,0,1
4,2025-01-06 08:00:00,123,0.7026947320625707,3,0.9670720638743744,0.05345851557308659,0.7362811569418966,0.8416706844392279,0.5335247444970628,1,0.0726708224025233,0,2,1,0,2,2
4,2025-01-06 09:00:00,159,0.1876463439606129,2,0.9452039419541332,0.9388452300957114,0.15206382324539935,0.04905612209233379,0.13408844098642758,1,0.14798569492166497,1,1,1,2,1,2
4,2025-01-06 10:00:00,102,0.1962277757498598,1,0.3348986147530766,0.5305844566950285,0.912514026361935,0.39634006711397785,0.9326830840226994,1,0.9554801519872331,0,2,2,0,0,0
1,2025-01-06 11:00:00,119,0.15337069648596433,1,0.5710585420655223,0.6157340786875636,0.8930709230038306,0.36967190384518234,0.8945618722699713,1,0.6130841495092576,1,0,0,3,2,2
1,2025-01-06 12:00:00,145,0.5040386481601837,0,0.9100645312802624,0.48306421709847736,0.6540603197442103,0.2842672862414968,0.18980624048564998,0,0.7276047277035352,1,1,3,4,0,1
1,2025-01-06 13:00:00,114,0.8495161189804222,1,0.0059474588984520516,0.09373918900915809,0.6724022105431461,0.9127035912066976,0.3433043047885962,1,0.8989716649542774,1,0,2,3,2,1
3,2025-01-06 14:00:00,124,0.3766737742719527,2,0.8110754670013907,0.7691406588768046,0.005183909199553066,0.7514974017022509,0.6134412976967256,1,0.8526070002125338,0,0,1,3,2,2
1,2025-01-06 15:00:00,193,0.4730771627745479,3,0.9488689729808686,0.7482459310025529,0.9851911854183261,0.06286784211429097,0.09546502979941973,1,0.21750583370916315,0,0,2,2,1,1
1,2025-01-06 16:00:00,177,0.1255007968233901,0,0.0911558607201417,0.31209851440229364,0.8781003331500925,0.715170770845877,0.35443148818376624,0,0.05697484714165292,0,2,3,4,1,1
1,2025-01-06 17:00:00,170,0.3424337390158564,1,0.16133257296602843,0.3066265831380466,0.8953823291112173,0.527339400396678,0.25094204788373187,1,0.9250660255404035,1,2,3,1,0,2
3,2025-01-06 18:00:00,116,0.9818700421114485,1,0.9612553883758728,0.8389929348484201,0.6594063007639182,0.9017914141083261,0.9155642383927454,0,0.9816728269101291,1,1,2,0,2,2
1,2025-01-06 19:00:00,183,0.8277960043090785,1,0.5377187335868827,0.07240837359178273,0.34479625142318737,0.31247907493294136,0.8525374966615078,0,0.5668598818690364,1,1,3,2,1,0
4,2025-01-06 20:00:00,199,0.545219727388467,2,0.013966528198508188,0.882318897054767,0.8939240458760156,0.5743130677403929,0.579770235540394,1,0.888296407507198,1,0,1,2,0,0
1,2025-01-06 21:00:00,108,0.993214759483979,0,0.2575919992011011,0.256977756529296,0.29150042699646583,0.5007327826722008,0.5202643353664296,1,0.23093586063090604,1,2,3,1,1,1
4,2025-01-06 22:00:00,137,0.4225378602398483,2,0.45005385724126046,0.5937843028023342,0.5628265103477333,0.489511946599656,0.9307782887651288,1,0.11001601471449125,1,2,0,2,0,2
