sample_id,scenario,scenario_id,true_label,channel_occupancy_variance,fixed_pred,fixed_exit_point,fixed_theta_1,dynamic_pred,dynamic_exit_point,dynamic_theta_1
204,imbalanced_ap_load,3,1,0.306723,1,2,0.3,1,2,0.375
206,imbalanced_ap_load,3,1,0.304615,1,1,0.3,1,1,0.375
207,imbalanced_ap_load,3,1,0.334607,1,1,0.3,1,1,0.3
210,imbalanced_ap_load,3,1,0.275655,1,1,0.3,1,1,0.375
212,imbalanced_ap_load,3,3,0.192194,3,2,0.3,3,2,0.375
215,imbalanced_ap_load,3,2,0.266163,2,2,0.3,2,2,0.3
216,imbalanced_ap_load,3,1,0.302966,1,2,0.3,1,2,0.3
217,imbalanced_ap_load,3,2,0.318597,2,2,0.3,2,2,0.375
224,imbalanced_ap_load,3,2,0.245183,2,2,0.3,2,2,0.3
228,imbalanced_ap_load,3,1,0.233569,1,2,0.3,1,2,0.375
233,imbalanced_ap_load,3,1,0.277302,1,1,0.3,1,1,0.3
245,imbalanced_ap_load,3,0,0.225995,0,1,0.3,0,1,0.375
247,imbalanced_ap_load,3,1,0.289758,1,2,0.3,1,2,0.3
255,imbalanced_ap_load,3,1,0.18509,1,2,0.3,1,2,0.375
256,imbalanced_ap_load,3,2,0.182114,2,2,0.3,2,2,0.375
257,imbalanced_ap_load,3,1,0.19654,1,1,0.3,1,1,0.3
259,imbalanced_ap_load,3,1,0.204747,1,2,0.3,1,2,0.375
266,imbalanced_ap_load,3,1,0.273309,1,2,0.3,1,2,0.375
271,imbalanced_ap_load,3,1,0.265019,1,2,0.3,1,2,0.3
279,imbalanced_ap_load,3,2,0.307203,2,2,0.3,2,2,0.3
288,imbalanced_ap_load,3,0,0.277051,0,1,0.3,0,1,0.3
289,imbalanced_ap_load,3,1,0.276815,1,2,0.3,1,1,0.375
293,imbalanced_ap_load,3,0,0.304676,0,3,0.3,0,3,0.3
299,imbalanced_ap_load,3,3,0.262188,3,2,0.3,3,2,0.375
323,imbalanced_ap_load,3,0,0.238154,0,2,0.3,0,1,0.375
324,imbalanced_ap_load,3,1,0.231488,1,1,0.3,1,1,0.375
336,imbalanced_ap_load,3,2,0.239607,2,2,0.3,2,2,0.375
347,imbalanced_ap_load,3,3,0.238001,3,2,0.3,3,2,0.3
