sample_id,scenario,scenario_id,true_label,channel_occupancy_variance,fixed_pred,fixed_exit_point,fixed_theta_1,dynamic_pred,dynamic_exit_point,dynamic_theta_1
133,emergency_ramp,1,2,0.281286,1,2,0.3,1,2,0.375
134,emergency_ramp,1,2,0.198199,2,3,0.3,2,2,0.375
135,emergency_ramp,1,2,0.250605,2,2,0.3,2,2,0.375
136,emergency_ramp,1,2,0.260769,2,2,0.3,2,2,0.3
142,emergency_ramp,1,0,0.302008,0,1,0.3,0,1,0.375
144,emergency_ramp,1,1,0.271111,1,2,0.3,1,2,0.3
145,emergency_ramp,1,1,0.262758,1,2,0.3,1,2,0.3
148,emergency_ramp,1,2,0.302989,2,2,0.3,2,2,0.3
153,emergency_ramp,1,1,0.32293,1,1,0.3,1,1,0.375
164,emergency_ramp,1,2,0.238818,2,2,0.3,2,2,0.3
177,emergency_ramp,1,2,0.233243,1,3,0.3,2,2,0.375
181,emergency_ramp,1,0,0.360746,0,1,0.3,0,1,0.3
186,emergency_ramp,1,1,0.272365,1,2,0.3,1,2,0.3
190,emergency_ramp,1,2,0.27528,2,2,0.3,2,2,0.375
198,emergency_ramp,1,2,0.24532,2,2,0.3,2,2,0.375
199,emergency_ramp,1,1,0.223027,1,2,0.3,1,2,0.375
214,emergency_ramp,1,2,0.290067,2,2,0.3,2,2,0.375
220,emergency_ramp,1,1,0.27432,1,2,0.3,1,2,0.3
226,emergency_ramp,1,0,0.208804,0,2,0.3,0,2,0.3
236,emergency_ramp,1,0,0.295738,0,2,0.3,0,2,0.375
240,emergency_ramp,1,2,0.260634,2,2,0.3,2,2,0.375
241,emergency_ramp,1,1,0.350332,1,1,0.3,1,1,0.375
244,emergency_ramp,1,2,0.280876,2,2,0.3,2,2,0.375
249,emergency_ramp,1,1,0.279506,1,2,0.3,1,2,0.3
252,emergency_ramp,1,2,0.302472,3,2,0.3,3,2,0.375
254,emergency_ramp,1,2,0.231994,2,2,0.3,2,2,0.375
258,emergency_ramp,1,1,0.20615,1,1,0.3,1,1,0.3
260,emergency_ramp,1,2,0.334155,2,2,0.3,2,2,0.3
265,emergency_ramp,1,2,0.306279,2,2,0.3,2,2,0.3
267,emergency_ramp,1,0,0.227288,0,2,0.3,0,2,0.3
270,emergency_ramp,1,1,0.208506,1,2,0.3,1,1,0.375
272,emergency_ramp,1,1,0.336858,1,2,0.3,1,2,0.375
285,emergency_ramp,1,1,0.322383,1,2,0.3,1,2,0.3
286,emergency_ramp,1,2,0.290643,2,2,0.3,2,2,0.3
290,emergency_ramp,1,1,0.28702,1,2,0.3,1,2,0.3
292,emergency_ramp,1,2,0.281018,2,2,0.3,2,2,0.3
294,emergency_ramp,1,2,0.306113,2,2,0.3,2,2,0.3
298,emergency_ramp,1,1,0.207609,1,2,0.3,1,2,0.3
302,emergency_ramp,1,1,0.337553,1,2,0.3,1,2,0.375
304,emergency_ramp,1,1,0.270356,1,3,0.3,1,3,0.3
308,emergency_ramp,1,1,0.210875,1,1,0.3,1,1,0.3
310,emergency_ramp,1,2,0.337531,2,2,0.3,2,2,0.3
311,emergency_ramp,1,1,0.297639,1,2,0.3,1,2,0.375
314,emergency_ramp,1,3,0.334347,3,2,0.3,3,2,0.375
319,emergency_ramp,1,0,0.200512,0,2,0.3,0,2,0.375
327,emergency_ramp,1,2,0.153891,2,2,0.3,2,2,0.3
330,emergency_ramp,1,1,0.2703,1,2,0.3,1,2,0.3
340,emergency_ramp,1,2,0.265589,2,2,0.3,2,2,0.3
341,emergency_ramp,1,1,0.361076,1,2,0.3,1,2,0.3
344,emergency_ramp,1,0,0.281044,0,1,0.3,0,1,0.3
