sample_id,scenario,scenario_id,true_label,channel_occupancy_variance,fixed_pred,fixed_exit_point,fixed_theta_1,dynamic_pred,dynamic_exit_point,dynamic_theta_1
155,startup_surge,0,2,0.215993,2,2,0.3,2,2,0.375
161,startup_surge,0,1,0.292561,1,2,0.3,1,2,0.375
162,startup_surge,0,1,0.282666,1,1,0.3,1,1,0.3
163,startup_surge,0,1,0.229317,1,2,0.3,1,2,0.375
165,startup_surge,0,2,0.24651,2,2,0.3,2,2,0.375
168,startup_surge,0,1,0.314331,1,1,0.3,1,1,0.3
171,startup_surge,0,1,0.308307,1,1,0.3,1,1,0.3
172,startup_surge,0,1,0.228173,1,2,0.3,1,2,0.3
174,startup_surge,0,0,0.26242,0,2,0.3,0,2,0.375
176,startup_surge,0,0,0.243216,0,1,0.3,0,1,0.375
178,startup_surge,0,2,0.27847,2,2,0.3,2,2,0.375
179,startup_surge,0,0,0.313774,0,1,0.3,0,1,0.3
188,startup_surge,0,1,0.227412,1,2,0.3,1,2,0.375
191,startup_surge,0,2,0.367,2,3,0.3,2,3,0.3
193,startup_surge,0,2,0.326743,2,2,0.3,2,2,0.3
196,startup_surge,0,1,0.269038,1,2,0.3,1,2,0.375
197,startup_surge,0,2,0.246407,3,3,0.3,3,3,0.3
200,startup_surge,0,1,0.208905,1,2,0.3,1,2,0.375
202,startup_surge,0,1,0.291995,1,2,0.3,1,2,0.3
205,startup_surge,0,1,0.319136,1,2,0.3,1,2,0.375
208,startup_surge,0,2,0.3272,2,2,0.3,2,2,0.375
218,startup_surge,0,1,0.278074,1,2,0.3,1,2,0.3
219,startup_surge,0,0,0.312399,0,2,0.3,0,2,0.375
221,startup_surge,0,1,0.280983,1,2,0.3,1,1,0.375
223,startup_surge,0,2,0.343623,3,3,0.3,3,3,0.3
225,startup_surge,0,1,0.254927,1,2,0.3,1,2,0.375
231,startup_surge,0,2,0.229581,2,2,0.3,2,2,0.375
232,startup_surge,0,1,0.255744,1,1,0.3,1,1,0.3
234,startup_surge,0,1,0.342039,1,2,0.3,1,2,0.375
235,startup_surge,0,1,0.350335,1,2,0.3,1,2,0.375
239,startup_surge,0,2,0.361591,3,3,0.3,2,2,0.375
242,startup_surge,0,0,0.336799,0,2,0.3,0,2,0.3
251,startup_surge,0,2,0.19899,3,3,0.3,3,2,0.375
261,startup_surge,0,0,0.346386,0,2,0.3,0,2,0.3
262,startup_surge,0,0,0.374296,0,2,0.3,0,2,0.3
268,startup_surge,0,2,0.240901,2,2,0.3,2,2,0.3
269,startup_surge,0,1,0.209121,1,2,0.3,1,2,0.375
275,startup_surge,0,2,0.253597,2,2,0.3,2,2,0.3
280,startup_surge,0,1,0.335754,1,2,0.3,1,2,0.3
281,startup_surge,0,1,0.297222,1,2,0.3,1,1,0.375
282,startup_surge,0,3,0.26447,3,2,0.3,3,2,0.3
283,startup_surge,0,2,0.265935,2,2,0.3,2,2,0.375
287,startup_surge,0,2,0.297345,2,2,0.3,2,2,0.3
291,startup_surge,0,0,0.189306,0,1,0.3,0,1,0.3
295,startup_surge,0,1,0.275305,1,2,0.3,1,2,0.375
297,startup_surge,0,1,0.188631,1,1,0.3,1,1,0.3
301,startup_surge,0,1,0.357908,1,1,0.3,1,1,0.3
305,startup_surge,0,2,0.299418,2,2,0.3,2,2,0.3
306,startup_surge,0,1,0.283661,1,2,0.3,1,2,0.3
312,startup_surge,0,0,0.2602,0,2,0.3,0,2,0.3
315,startup_surge,0,3,0.269138,3,3,0.3,3,3,0.3
316,startup_surge,0,1,0.219458,1,1,0.3,1,1,0.3
317,startup_surge,0,1,0.222756,1,1,0.3,1,1,0.3
321,startup_surge,0,1,0.277297,1,1,0.3,1,1,0.3
322,startup_surge,0,2,0.295167,2,2,0.3,2,2,0.375
326,startup_surge,0,1,0.187969,1,2,0.3,1,2,0.375
328,startup_surge,0,3,0.211672,3,2,0.3,3,2,0.3
331,startup_surge,0,3,0.27545,3,2,0.3,3,2,0.375
333,startup_surge,0,2,0.305511,2,2,0.3,2,2,0.3
334,startup_surge,0,1,0.306228,1,1,0.3,1,1,0.3
335,startup_surge,0,2,0.260548,2,2,0.3,2,2,0.3
337,startup_surge,0,2,0.313117,2,2,0.3,2,2,0.375
338,startup_surge,0,1,0.284367,1,2,0.3,1,1,0.375
339,startup_surge,0,0,0.249342,0,3,0.3,1,2,0.375
342,startup_surge,0,2,0.296046,2,2,0.3,2,2,0.375
343,startup_surge,0,0,0.209357,0,2,0.3,0,2,0.375
345,startup_surge,0,2,0.258881,2,2,0.3,2,2,0.375
346,startup_surge,0,1,0.232116,1,2,0.3,1,1,0.375
349,startup_surge,0,1,0.361932,1,2,0.3,1,2,0.3
350,startup_surge,0,0,0.314913,0,2,0.3,0,2,0.375
