timestamp,throughput_mbps,channel_occupancy_percent,channel_occupancy_method,latency_ms,jitter_ms,packet_loss_udp_percent,tx_retries_delta,tx_failed_delta,rssi_dbm,connected_clients,rssi_delta_db,rssi_moving_avg_dbm,scenario,throughput_score,occupancy_score,retry_failed_score,jitter_score,congestion_score,label
2026-08-15 11:32:06,0.0,43.33,instantaneous_fallback,0.077,0.009,,0,0,-19.0,1,0.0,-19.0,normal_idle,0.0,0.4333,0.0,0.009,0.1526,0.0
2026-08-15 11:32:10,0.0,43.33,instantaneous_fallback,0.055,0.002,,0,0,-19.0,1,0.0,-19.0,normal_idle,0.0,0.4333,0.0,0.002,0.1519,0.0
2026-08-15 11:32:14,0.0,48.28,instantaneous_fallback,0.071,0.016,,0,0,-19.0,1,0.0,-19.0,normal_idle,0.0,0.4828,0.0,0.016,0.1706,0.0
2026-08-15 11:32:18,0.05,42.48,neighbor_interpolated,0.092,0.008,,0,0,-18.0,1,1.0,-18.8,normal_idle,0.0003,0.4248,0.0,0.008,0.1496,0.0
2026-08-15 11:32:22,0.0,36.67,instantaneous_fallback,0.083,0.013,,0,0,-18.0,1,0.0,-18.6,normal_idle,0.0,0.3667,0.0,0.013,0.1296,0.0
2026-08-15 11:32:26,0.05,43.33,instantaneous_fallback,0.095,0.006,,0,0,-18.0,1,0.0,-18.4,normal_idle,0.0003,0.4333,0.0,0.006,0.1524,0.0
2026-08-15 11:32:30,0.0,43.33,instantaneous_fallback,0.09,0.008,,0,0,-18.0,1,0.0,-18.2,normal_idle,0.0,0.4333,0.0,0.008,0.1525,0.0
2026-08-15 11:32:34,0.01,40.0,instantaneous_fallback,0.087,0.014,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0001,0.4,0.0,0.014,0.1414,0.0
2026-08-15 11:32:38,0.0,43.33,instantaneous_fallback,0.082,0.01,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4333,0.0,0.01,0.1527,0.0
2026-08-15 11:32:42,0.0,43.33,instantaneous_fallback,0.055,0.001,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4333,0.0,0.001,0.1518,0.0
2026-08-15 11:32:46,0.0,36.67,instantaneous_fallback,0.075,0.015,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.3667,0.0,0.015,0.1298,0.0
2026-08-15 11:32:50,0.01,43.33,instantaneous_fallback,0.079,0.01,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0001,0.4333,0.0,0.01,0.1527,0.0
2026-08-15 11:32:54,0.0,43.33,instantaneous_fallback,0.086,0.003,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4333,0.0,0.003,0.152,0.0
2026-08-15 11:32:58,0.0,43.33,instantaneous_fallback,0.086,0.004,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4333,0.0,0.004,0.1521,0.0
2026-08-15 11:33:02,0.0,43.33,instantaneous_fallback,0.081,0.01,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4333,0.0,0.01,0.1527,0.0
2026-08-15 11:33:06,0.0,43.33,instantaneous_fallback,0.081,0.012,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4333,0.0,0.012,0.1529,0.0
2026-08-15 11:33:10,0.0,40.0,instantaneous_fallback,0.078,0.009,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4,0.0,0.009,0.1409,0.0
2026-08-15 11:33:14,0.0,40.0,instantaneous_fallback,0.057,0.002,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4,0.0,0.002,0.1402,0.0
2026-08-15 11:33:18,0.0,46.67,instantaneous_fallback,0.066,0.012,,10,10,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4667,0.2,0.012,0.2045,1.0
2026-08-15 11:33:22,0.05,40.0,instantaneous_fallback,0.081,0.013,,16,16,-18.0,1,0.0,-18.0,normal_idle,0.0003,0.4,0.32,0.013,0.2054,1.0
2026-08-15 11:33:26,0.0,40.0,instantaneous_fallback,0.079,0.011,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4,0.0,0.011,0.1411,0.0
2026-08-15 11:33:30,0.0,43.33,instantaneous_fallback,0.081,0.008,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4333,0.0,0.008,0.1525,0.0
2026-08-15 11:33:34,0.0,43.33,instantaneous_fallback,0.054,0.002,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4333,0.0,0.002,0.1519,0.0
2026-08-15 11:33:38,0.0,36.67,instantaneous_fallback,0.074,0.013,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.3667,0.0,0.013,0.1296,0.0
2026-08-15 11:33:41,0.0,40.0,instantaneous_fallback,0.078,0.009,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4,0.0,0.009,0.1409,0.0
2026-08-15 11:33:45,0.0,41.38,instantaneous_fallback,0.082,0.012,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4138,0.0,0.012,0.146,0.0
2026-08-15 11:33:49,0.04,42.36,neighbor_interpolated,0.079,0.006,,2,2,-18.0,1,0.0,-18.0,normal_idle,0.0003,0.4236,0.04,0.006,0.157,0.0
2026-08-15 11:33:53,0.0,43.33,instantaneous_fallback,0.078,0.008,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4333,0.0,0.008,0.1525,0.0
2026-08-15 11:33:58,0.0,40.0,instantaneous_fallback,0.056,0.004,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4,0.0,0.004,0.1404,0.0
2026-08-15 11:34:02,0.0,43.33,instantaneous_fallback,0.074,0.013,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4333,0.0,0.013,0.153,0.0
2026-08-15 11:34:05,0.0,46.67,instantaneous_fallback,0.085,0.01,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4667,0.0,0.01,0.1643,0.0
2026-08-15 11:34:09,0.02,43.33,instantaneous_fallback,0.086,0.003,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0001,0.4333,0.0,0.003,0.152,0.0
2026-08-15 11:34:13,0.0,46.67,instantaneous_fallback,0.088,0.005,,9,9,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4667,0.18,0.005,0.1998,0.0
2026-08-15 11:34:17,0.0,46.67,instantaneous_fallback,0.079,0.009,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4667,0.0,0.009,0.1642,0.0
2026-08-15 11:34:22,0.0,43.33,instantaneous_fallback,0.082,0.01,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4333,0.0,0.01,0.1527,0.0
2026-08-15 11:34:26,0.0,46.67,instantaneous_fallback,0.087,0.004,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4667,0.0,0.004,0.1637,0.0
2026-08-15 11:34:30,0.0,43.33,instantaneous_fallback,0.081,0.011,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4333,0.0,0.011,0.1528,0.0
2026-08-15 11:34:34,0.0,46.67,instantaneous_fallback,0.059,0.007,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4667,0.0,0.007,0.164,0.0
2026-08-15 11:34:38,0.0,43.33,instantaneous_fallback,0.074,0.011,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4333,0.0,0.011,0.1528,0.0
2026-08-15 11:34:42,0.0,43.33,instantaneous_fallback,0.053,0.002,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4333,0.0,0.002,0.1519,0.0
2026-08-15 11:34:46,0.02,46.67,instantaneous_fallback,0.075,0.015,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0001,0.4667,0.0,0.015,0.1649,0.0
2026-08-15 11:34:49,0.0,46.67,instantaneous_fallback,0.08,0.012,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4667,0.0,0.012,0.1645,0.0
2026-08-15 11:34:53,0.0,46.67,instantaneous_fallback,0.088,0.011,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4667,0.0,0.011,0.1644,0.0
2026-08-15 11:34:57,0.01,48.28,instantaneous_fallback,0.08,0.01,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0001,0.4828,0.0,0.01,0.17,0.0
2026-08-15 11:35:01,0.0,45.8,neighbor_interpolated,0.079,0.008,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.458,0.0,0.008,0.1611,0.0
2026-08-15 11:35:05,0.0,43.33,instantaneous_fallback,0.085,0.006,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4333,0.0,0.006,0.1523,0.0
2026-08-15 11:35:09,0.0,46.67,instantaneous_fallback,0.094,0.011,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4667,0.0,0.011,0.1644,0.0
2026-08-15 11:35:14,0.33,46.67,instantaneous_fallback,0.056,0.001,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0022,0.4667,0.0,0.001,0.1642,0.0
2026-08-15 11:35:18,0.0,43.33,instantaneous_fallback,0.073,0.018,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4333,0.0,0.018,0.1535,0.0
2026-08-15 11:35:21,0.05,46.67,instantaneous_fallback,0.078,0.011,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0003,0.4667,0.0,0.011,0.1646,0.0
2026-08-15 11:35:26,0.0,43.33,instantaneous_fallback,0.079,0.01,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4333,0.0,0.01,0.1527,0.0
2026-08-15 11:35:29,0.0,43.33,instantaneous_fallback,0.078,0.01,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4333,0.0,0.01,0.1527,0.0
2026-08-15 11:35:33,0.11,40.0,instantaneous_fallback,0.078,0.01,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0007,0.4,0.0,0.01,0.1413,0.0
2026-08-15 11:35:53,1.71,46.67,instantaneous_fallback,0.054,0.004,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0114,0.4667,0.0,0.004,0.1677,0.0
2026-08-15 11:36:58,0.02,46.67,instantaneous_fallback,0.087,0.005,,0,0,-18.0,1,1.0,-18.6,normal_idle,0.0001,0.4667,0.0,0.005,0.1639,0.0
2026-08-15 11:37:02,0.02,50.0,instantaneous_fallback,0.081,0.011,,0,0,-18.0,1,0.0,-18.4,normal_idle,0.0001,0.5,0.0,0.011,0.1761,0.0
2026-08-15 11:37:06,0.0,50.0,instantaneous_fallback,0.08,0.011,,0,0,-18.0,1,0.0,-18.2,normal_idle,0.0,0.5,0.0,0.011,0.1761,0.0
2026-08-15 11:37:10,0.0,46.67,instantaneous_fallback,0.084,0.01,,0,0,-18.0,1,0.0,-18.2,normal_idle,0.0,0.4667,0.0,0.01,0.1643,0.0
2026-08-15 11:37:14,0.0,46.67,instantaneous_fallback,0.085,0.01,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4667,0.0,0.01,0.1643,0.0
2026-08-15 11:37:18,0.0,46.67,instantaneous_fallback,0.086,0.002,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4667,0.0,0.002,0.1635,0.0
2026-08-15 11:37:22,0.05,46.67,instantaneous_fallback,0.06,0.008,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0003,0.4667,0.0,0.008,0.1643,0.0
2026-08-15 11:37:26,0.04,43.33,instantaneous_fallback,0.073,0.011,,3,3,-19.0,1,-1.0,-18.2,normal_idle,0.0003,0.4333,0.06,0.011,0.1648,0.0
2026-08-15 11:37:30,0.02,50.0,instantaneous_fallback,0.082,0.012,,0,0,-19.0,1,0.0,-18.4,normal_idle,0.0001,0.5,0.0,0.012,0.1762,0.0
2026-08-15 11:37:34,0.0,46.67,instantaneous_fallback,0.086,0.005,,0,0,-19.0,1,0.0,-18.6,normal_idle,0.0,0.4667,0.0,0.005,0.1638,0.0
2026-08-15 11:37:38,0.0,46.67,instantaneous_fallback,0.087,0.001,,0,0,-19.0,1,0.0,-18.8,normal_idle,0.0,0.4667,0.0,0.001,0.1634,0.0
2026-08-15 11:37:42,0.31,50.0,instantaneous_fallback,0.08,0.008,,2,2,-20.0,1,-1.0,-19.2,normal_idle,0.0021,0.5,0.04,0.008,0.1845,0.0
2026-08-15 11:37:46,0.1,46.67,instantaneous_fallback,0.083,0.01,,0,0,-20.0,1,0.0,-19.4,normal_idle,0.0007,0.4667,0.0,0.01,0.1646,0.0
2026-08-15 11:37:50,0.2,40.0,instantaneous_fallback,0.088,0.015,,0,0,-19.0,1,1.0,-19.4,normal_idle,0.0013,0.4,0.0,0.015,0.142,0.0
2026-08-15 11:37:54,0.08,40.0,instantaneous_fallback,0.053,0.003,,0,0,-19.0,1,0.0,-19.4,normal_idle,0.0005,0.4,0.0,0.003,0.1405,0.0
2026-08-15 11:37:58,0.04,43.33,instantaneous_fallback,0.075,0.01,,0,0,-19.0,1,0.0,-19.4,normal_idle,0.0003,0.4333,0.0,0.01,0.1527,0.0
2026-08-15 11:38:02,0.05,46.67,instantaneous_fallback,0.059,0.007,,0,0,-18.0,1,1.0,-19.0,normal_idle,0.0003,0.4667,0.0,0.007,0.1642,0.0
2026-08-15 11:38:06,0.05,40.0,instantaneous_fallback,0.075,0.011,,0,0,-18.0,1,0.0,-18.6,normal_idle,0.0003,0.4,0.0,0.011,0.1412,0.0
2026-08-15 11:38:10,0.0,43.33,instantaneous_fallback,0.086,0.014,,1,1,-18.0,1,0.0,-18.4,normal_idle,0.0,0.4333,0.02,0.014,0.1571,0.0
2026-08-15 11:38:14,0.0,46.67,instantaneous_fallback,0.082,0.012,,0,0,-18.0,1,0.0,-18.2,normal_idle,0.0,0.4667,0.0,0.012,0.1645,0.0
2026-08-15 11:38:18,0.1,43.33,instantaneous_fallback,0.08,0.01,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0007,0.4333,0.0,0.01,0.1529,0.0
2026-08-15 11:38:22,0.04,46.67,instantaneous_fallback,0.082,0.012,,3,3,-18.0,1,0.0,-18.0,normal_idle,0.0003,0.4667,0.06,0.012,0.1766,0.0
2026-08-15 11:38:26,0.0,43.33,instantaneous_fallback,0.082,0.011,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0,0.4333,0.0,0.011,0.1528,0.0
2026-08-15 11:38:30,0.09,40.0,instantaneous_fallback,0.053,0.002,,0,0,-18.0,1,0.0,-18.0,normal_idle,0.0006,0.4,0.0,0.002,0.1404,0.0
2026-08-15 11:38:34,0.41,43.33,instantaneous_fallback,0.075,0.015,,0,0,-20.0,1,-2.0,-18.4,normal_idle,0.0027,0.4333,0.0,0.015,0.1541,0.0
2026-08-15 11:38:38,0.07,46.67,instantaneous_fallback,0.081,0.009,,0,0,-21.0,1,-1.0,-19.0,normal_idle,0.0005,0.4667,0.0,0.009,0.1644,0.0
2026-08-15 11:38:42,0.22,46.67,instantaneous_fallback,0.079,0.008,,0,0,-24.0,1,-3.0,-20.2,normal_idle,0.0015,0.4667,0.0,0.008,0.1647,0.0
2026-08-15 11:38:46,0.05,46.67,instantaneous_fallback,0.09,0.007,,0,0,-25.0,1,-1.0,-21.6,normal_idle,0.0003,0.4667,0.0,0.007,0.1642,0.0
2026-08-15 11:38:50,0.04,50.0,instantaneous_fallback,0.084,0.003,,3,3,-26.0,1,-1.0,-23.2,normal_idle,0.0003,0.5,0.06,0.003,0.1874,0.0
2026-08-15 11:38:54,0.1,50.0,instantaneous_fallback,0.089,0.012,,0,0,-28.0,1,-2.0,-24.8,normal_idle,0.0007,0.5,0.0,0.012,0.1764,0.0
2026-08-15 11:38:58,0.0,46.67,instantaneous_fallback,0.09,0.006,,0,0,-28.0,1,0.0,-26.2,normal_idle,0.0,0.4667,0.0,0.006,0.1639,0.0
2026-08-15 11:39:02,0.09,40.0,instantaneous_fallback,0.078,0.008,,0,0,-29.0,1,-1.0,-27.2,normal_idle,0.0006,0.4,0.0,0.008,0.141,0.0
2026-08-15 11:39:06,0.0,43.33,instantaneous_fallback,0.083,0.004,,0,0,-29.0,1,0.0,-28.0,normal_idle,0.0,0.4333,0.0,0.004,0.1521,0.0
2026-08-15 11:39:10,0.05,40.0,instantaneous_fallback,0.088,0.007,,0,0,-29.0,1,0.0,-28.6,normal_idle,0.0003,0.4,0.0,0.007,0.1408,0.0
2026-08-15 11:39:14,0.01,43.33,instantaneous_fallback,0.09,0.004,,0,0,-29.0,1,0.0,-28.8,normal_idle,0.0001,0.4333,0.0,0.004,0.1521,0.0
2026-08-15 11:39:18,0.0,40.0,instantaneous_fallback,0.079,0.01,,0,0,-29.0,1,0.0,-29.0,normal_idle,0.0,0.4,0.0,0.01,0.141,0.0
2026-08-15 11:39:26,0.03,40.0,instantaneous_fallback,0.053,0.004,,0,0,-30.0,1,-1.0,-29.2,normal_idle,0.0002,0.4,0.0,0.004,0.1405,0.0
2026-08-15 11:39:29,0.02,37.93,instantaneous_fallback,0.079,0.016,,0,0,-30.0,1,0.0,-29.4,normal_idle,0.0001,0.3793,0.0,0.016,0.1344,0.0
2026-08-15 11:39:33,0.01,40.63,neighbor_interpolated,0.08,0.012,,0,0,-30.0,1,0.0,-29.6,normal_idle,0.0001,0.4063,0.0,0.012,0.1434,0.0
2026-08-15 11:39:37,0.0,43.33,instantaneous_fallback,0.089,0.004,,0,0,-30.0,1,0.0,-29.8,normal_idle,0.0,0.4333,0.0,0.004,0.1521,0.0
2026-08-15 11:39:41,0.05,43.33,instantaneous_fallback,0.076,0.006,,0,0,-29.0,1,1.0,-29.8,normal_idle,0.0003,0.4333,0.0,0.006,0.1524,0.0
2026-08-15 11:41:21,0.0,40.0,instantaneous,0.056,0.011,,0,0,-28.0,1,0.0,-28.0,low_load,0.0,0.4,0.0,0.011,0.1411,0.0
2026-08-15 11:41:25,0.11,36.67,instantaneous_fallback,0.082,0.016,,0,0,-28.0,1,0.0,-28.0,low_load,0.0007,0.3667,0.0,0.016,0.1302,0.0
2026-08-15 11:41:29,17.65,46.67,instantaneous_fallback,0.094,0.008,,0,0,-25.0,1,3.0,-27.0,low_load,0.1177,0.4667,0.0,0.008,0.2053,1.0
2026-08-15 11:41:33,25.56,50.0,instantaneous_fallback,0.08,0.01,,0,0,-27.0,1,-2.0,-27.0,low_load,0.1704,0.5,0.0,0.01,0.2356,1.0
2026-08-15 11:41:37,25.82,56.67,instantaneous_fallback,0.084,0.011,,0,0,-22.0,1,5.0,-26.0,low_load,0.1721,0.5667,0.0,0.011,0.2597,1.0
2026-08-15 11:41:41,25.45,55.17,instantaneous_fallback,0.084,0.006,,0,0,-23.0,1,-1.0,-25.0,low_load,0.1697,0.5517,0.0,0.006,0.2531,1.0
2026-08-15 11:41:45,25.35,50.0,instantaneous_fallback,0.091,0.008,,0,0,-27.0,1,-4.0,-24.8,low_load,0.169,0.5,0.0,0.008,0.2349,1.0
2026-08-15 11:41:49,25.75,46.67,instantaneous_fallback,0.076,0.008,,0,0,-30.0,1,-3.0,-25.8,low_load,0.1717,0.4667,0.0,0.008,0.2242,1.0
2026-08-15 11:41:53,26.09,46.67,instantaneous_fallback,0.086,0.008,,0,0,-17.0,1,13.0,-23.8,low_load,0.1739,0.4667,0.0,0.008,0.225,1.0
2026-08-15 11:41:57,25.59,53.33,instantaneous_fallback,0.083,0.013,,0,0,-21.0,1,-4.0,-23.6,low_load,0.1706,0.5333,0.0,0.013,0.2477,1.0
2026-08-15 11:42:01,25.86,53.33,instantaneous_fallback,0.083,0.01,,0,0,-25.0,1,-4.0,-24.0,low_load,0.1724,0.5333,0.0,0.01,0.248,1.0
2026-08-15 11:42:05,25.69,53.33,instantaneous_fallback,0.078,0.008,,0,0,-19.0,1,6.0,-22.4,low_load,0.1713,0.5333,0.0,0.008,0.2474,1.0
2026-08-15 11:42:09,25.71,50.0,instantaneous_fallback,0.082,0.01,,0,0,-24.0,1,-5.0,-21.2,low_load,0.1714,0.5,0.0,0.01,0.236,1.0
2026-08-15 11:42:13,25.36,46.67,instantaneous_fallback,0.076,0.008,,0,0,-21.0,1,3.0,-22.0,low_load,0.1691,0.4667,0.0,0.008,0.2233,1.0
2026-08-15 11:42:18,25.62,46.67,instantaneous_fallback,0.089,0.001,,0,0,-25.0,1,-4.0,-22.8,low_load,0.1708,0.4667,0.0,0.001,0.2232,1.0
2026-08-15 11:42:22,25.84,50.0,instantaneous_fallback,0.119,0.055,,0,0,-20.0,1,5.0,-21.8,low_load,0.1723,0.5,0.0,0.055,0.2408,1.0
2026-08-15 11:42:26,25.62,50.0,instantaneous_fallback,0.085,0.012,,0,0,-24.0,1,-4.0,-22.8,low_load,0.1708,0.5,0.0,0.012,0.236,1.0
2026-08-15 11:42:30,25.58,53.33,instantaneous_fallback,0.083,0.009,,0,0,-23.0,1,1.0,-22.6,low_load,0.1705,0.5333,0.0,0.009,0.2472,1.0
2026-08-15 11:42:34,25.61,50.0,instantaneous_fallback,0.086,0.014,,0,0,-24.0,1,-1.0,-23.2,low_load,0.1707,0.5,0.0,0.014,0.2362,1.0
2026-08-15 11:42:38,25.73,46.67,instantaneous_fallback,0.085,0.006,,0,0,-26.0,1,-2.0,-23.4,low_load,0.1715,0.4667,0.0,0.006,0.224,1.0
2026-08-15 11:42:42,25.72,46.67,instantaneous_fallback,0.055,0.01,,0,0,-27.0,1,-1.0,-24.8,low_load,0.1715,0.4667,0.0,0.01,0.2244,1.0
2026-08-15 11:42:46,25.71,50.0,instantaneous_fallback,0.077,0.014,,0,0,-22.0,1,5.0,-24.4,low_load,0.1714,0.5,0.0,0.014,0.2364,1.0
2026-08-15 11:42:50,25.35,46.67,instantaneous_fallback,0.08,0.009,,0,0,-24.0,1,-2.0,-24.6,low_load,0.169,0.4667,0.0,0.009,0.2234,1.0
2026-08-15 11:42:54,25.91,53.33,instantaneous_fallback,0.084,0.012,,0,0,-26.0,1,-2.0,-25.0,low_load,0.1727,0.5333,0.0,0.012,0.2483,1.0
2026-08-15 11:42:58,25.54,62.07,instantaneous_fallback,0.083,0.008,,0,0,-19.0,1,7.0,-23.6,low_load,0.1703,0.6207,0.0,0.008,0.2776,1.0
2026-08-15 11:43:02,25.73,50.0,instantaneous_fallback,0.084,0.011,,0,0,-19.0,1,0.0,-22.0,low_load,0.1715,0.5,0.0,0.011,0.2361,1.0
2026-08-15 11:43:06,25.98,50.0,instantaneous_fallback,0.081,0.01,,0,0,-25.0,1,-6.0,-22.6,low_load,0.1732,0.5,0.0,0.01,0.2366,1.0
2026-08-15 11:43:10,25.7,50.0,instantaneous_fallback,0.081,0.01,,0,0,-23.0,1,2.0,-22.4,low_load,0.1713,0.5,0.0,0.01,0.236,1.0
2026-08-15 11:43:14,25.79,50.0,instantaneous_fallback,0.086,0.011,,0,0,-22.0,1,1.0,-21.6,low_load,0.1719,0.5,0.0,0.011,0.2363,1.0
2026-08-15 11:43:18,25.6,50.0,instantaneous_fallback,0.077,0.007,,0,0,-28.0,1,-6.0,-23.4,low_load,0.1707,0.5,0.0,0.007,0.2354,1.0
2026-08-15 11:43:22,25.63,46.67,instantaneous_fallback,0.08,0.01,,0,0,-23.0,1,5.0,-24.2,low_load,0.1709,0.4667,0.0,0.01,0.2241,1.0
2026-08-15 11:43:26,25.62,63.33,instantaneous_fallback,0.085,0.006,,0,0,-18.0,1,5.0,-22.8,low_load,0.1708,0.6333,0.0,0.006,0.282,1.0
2026-08-15 11:43:30,25.74,60.0,instantaneous_fallback,0.082,0.011,,0,0,-25.0,1,-7.0,-23.2,low_load,0.1716,0.6,0.0,0.011,0.2712,1.0
2026-08-15 11:43:34,25.51,44.83,instantaneous_fallback,0.085,0.011,,0,0,-27.0,1,-2.0,-24.2,low_load,0.1701,0.4483,0.0,0.011,0.2175,1.0
2026-08-15 11:43:38,25.62,47.41,neighbor_interpolated,0.083,0.015,,7,7,-18.0,1,9.0,-22.2,low_load,0.1708,0.4741,0.14,0.015,0.2552,1.0
2026-08-15 11:43:42,25.56,50.0,instantaneous_fallback,0.083,0.004,,0,0,-24.0,1,-6.0,-22.4,low_load,0.1704,0.5,0.0,0.004,0.235,1.0
2026-08-15 11:43:46,25.82,53.33,instantaneous_fallback,0.083,0.006,,0,0,-18.0,1,6.0,-22.4,low_load,0.1721,0.5333,0.0,0.006,0.2475,1.0
2026-08-15 11:43:50,25.63,50.0,instantaneous_fallback,0.073,0.009,,0,0,-18.0,1,0.0,-21.0,low_load,0.1709,0.5,0.0,0.009,0.2357,1.0
2026-08-15 11:43:54,25.64,55.17,instantaneous_fallback,0.087,0.002,,0,0,-18.0,1,0.0,-19.2,low_load,0.1709,0.5517,0.0,0.002,0.2531,1.0
2026-08-15 11:43:58,25.72,52.59,neighbor_interpolated,0.084,0.012,,0,0,-25.0,1,-7.0,-20.6,low_load,0.1715,0.5259,0.0,0.012,0.2453,1.0
2026-08-15 11:44:02,25.61,50.0,instantaneous_fallback,0.09,0.009,,0,0,-26.0,1,-1.0,-21.0,low_load,0.1707,0.5,0.0,0.009,0.2357,1.0
