sample_id,true_label,scenario,predicted_label,exit_point,confidence,entropy,inference_ms,inference_std_ms,inference_min_ms,inference_max_ms,inference_p50_ms,inference_p95_ms,measurement_repeats,inference_mode,dynamic_theta
28,1,low_load,1,1,0.951334,0.227424,0.726954,0.085197,0.612199,0.876013,0.713921,0.847265,5,staged,0
29,1,low_load,1,1,0.949797,0.233089,0.674459,0.069169,0.577904,0.769366,0.689884,0.759262,5,staged,0
30,1,low_load,1,1,0.9279,0.299432,0.720166,0.095515,0.599774,0.864013,0.719384,0.847239,5,staged,0
31,1,low_load,1,2,0.931966,0.298473,1.6922,0.073711,1.576711,1.807617,1.690304,1.787899,5,staged,0
32,1,low_load,1,2,0.926312,0.315109,1.648178,0.042042,1.591767,1.704341,1.634711,1.701152,5,staged,0
33,1,medium_load,1,3,0.776413,0.629669,2.818263,0.25425,2.59015,3.301089,2.753852,3.203271,5,staged,0
34,2,medium_load,1,3,0.75214,0.666437,2.722682,0.092129,2.607946,2.825148,2.755334,2.821326,5,staged,0
35,1,medium_load,1,3,0.736384,0.688577,4.318349,3.225655,2.631593,10.768892,2.712297,9.172558,5,staged,0
36,1,medium_load,1,3,0.773814,0.633564,2.704716,0.068275,2.58976,2.797463,2.700057,2.786308,5,staged,0
37,1,medium_load,1,3,0.776995,0.628524,2.710641,0.126002,2.579465,2.950462,2.668112,2.89954,5,staged,0
38,1,medium_load,1,3,0.73707,0.687544,2.703649,0.106215,2.580686,2.854981,2.693186,2.841959,5,staged,0
39,1,medium_load,1,3,0.777438,0.627865,2.741123,0.119086,2.633668,2.950722,2.667261,2.919811,5,staged,0
40,1,medium_load,1,3,0.789132,0.609131,2.703112,0.075769,2.615112,2.843667,2.688445,2.814101,5,staged,0
41,1,medium_load,1,3,0.787502,0.611863,2.723704,0.080261,2.60539,2.853333,2.706778,2.83267,5,staged,0
42,1,medium_load,1,3,0.769915,0.639702,2.713712,0.170153,2.587243,3.027036,2.600686,2.974362,5,staged,0
43,2,medium_load,1,3,0.769825,0.639862,2.715082,0.111022,2.570391,2.83324,2.768963,2.828533,5,staged,0
44,1,medium_load,1,3,0.755976,0.660382,2.749608,0.11895,2.640797,2.976129,2.688575,2.931885,5,staged,0
45,1,medium_load,1,3,0.759963,0.654405,3.126053,0.311693,2.810185,3.719086,3.050146,3.593228,5,staged,0
46,2,high_load,2,2,0.80456,0.597219,1.78641,0.088912,1.65397,1.895839,1.761081,1.891595,5,staged,0
47,2,high_load,2,3,0.639541,0.740524,2.705315,0.098614,2.582409,2.829055,2.745445,2.817963,5,staged,0
48,2,high_load,2,3,0.707758,0.699013,2.70756,0.095945,2.604687,2.868185,2.654038,2.847274,5,staged,0
49,2,high_load,2,3,0.653085,0.732839,2.736363,0.085908,2.615131,2.88074,2.733556,2.854614,5,staged,0
50,2,high_load,2,3,0.610493,0.753651,4.344034,3.159479,2.652038,10.658874,2.725871,9.123354,5,staged,0
51,2,high_load,2,3,0.654924,0.730432,2.692975,0.058743,2.626149,2.794111,2.696093,2.776222,5,staged,0
52,2,high_load,2,3,0.696776,0.704447,2.755056,0.095555,2.624557,2.88274,2.715852,2.875477,5,staged,0
53,2,high_load,2,3,0.661707,0.726486,2.762949,0.104432,2.652483,2.903259,2.712852,2.897185,5,staged,0
54,2,high_load,2,2,0.814099,0.582493,1.739037,0.036058,1.6836,1.787988,1.745767,1.782614,5,staged,0
55,2,high_load,2,2,0.83157,0.567473,1.732444,0.098892,1.599415,1.850618,1.720896,1.847929,5,staged,0
56,2,high_load,2,2,0.825489,0.570508,1.75787,0.083451,1.627878,1.882025,1.741544,1.865729,5,staged,0
57,2,high_load,2,2,0.829069,0.578789,2.542017,1.62245,1.633008,5.785036,1.764822,4.987656,5,staged,0
58,2,high_load,2,2,0.831407,0.571563,3.279675,3.245626,1.597804,9.769917,1.638823,8.168924,5,staged,0
59,2,high_load,2,2,0.801913,0.599022,3.315308,3.157352,1.597193,9.627548,1.74971,8.077054,5,staged,0
60,2,high_load,2,3,0.687328,0.711089,2.693082,0.054209,2.639612,2.7915,2.66439,2.775074,5,staged,0
61,2,high_load,2,3,0.628256,0.745052,2.683505,0.103435,2.588891,2.866574,2.648001,2.8376,5,staged,0
62,2,high_load,2,3,0.627693,0.745064,2.707493,0.093802,2.592816,2.856092,2.661964,2.83904,5,staged,0
63,3,stress_load,3,3,0.560328,0.768807,2.681256,0.066877,2.586149,2.769481,2.674482,2.763589,5,staged,0
64,2,stress_load,3,3,0.57544,0.765069,2.689701,0.142881,2.56239,2.946851,2.60852,2.906025,5,staged,0
65,2,stress_load,3,3,0.573704,0.765474,2.719611,0.079599,2.599667,2.828796,2.751037,2.814026,5,staged,0
66,2,stress_load,3,3,0.564735,0.767323,3.546117,1.598573,2.613723,6.735381,2.734204,5.978823,5,staged,0
67,3,stress_load,3,3,0.557924,0.768681,2.705767,0.102519,2.577446,2.835592,2.673075,2.831548,5,staged,0
68,3,stress_load,3,3,0.511257,0.776281,2.72383,0.085027,2.608427,2.824888,2.683353,2.823925,5,staged,0
69,3,stress_load,3,3,0.508051,0.777159,4.262913,3.222086,2.554501,10.705077,2.66402,9.12261,5,staged,0
70,3,stress_load,3,3,0.554351,0.76994,4.258968,3.180786,2.582705,10.619504,2.684815,9.047659,5,staged,0
71,3,stress_load,3,3,0.519969,0.774845,2.679553,0.136206,2.568854,2.926388,2.591686,2.886818,5,staged,0
72,1,stress_load,2,3,0.560625,0.770308,2.695786,0.092813,2.581149,2.818055,2.735,2.804629,5,staged,0
73,3,stress_load,2,3,0.531154,0.775441,4.26182,3.24309,2.58028,10.747688,2.654316,9.132802,5,staged,0
74,3,stress_load,3,3,0.513194,0.775643,2.68229,0.090052,2.572798,2.795722,2.722056,2.784885,5,staged,0
75,3,stress_load,3,3,0.543723,0.771617,2.710427,0.124925,2.581279,2.941851,2.663816,2.899025,5,staged,0
76,3,stress_load,3,3,0.562809,0.767929,2.711726,0.084044,2.61139,2.836796,2.684704,2.825333,5,staged,0
77,3,stress_load,3,3,0.560172,0.768289,2.692342,0.099532,2.547094,2.828019,2.665816,2.817663,5,staged,0
78,3,stress_load,3,3,0.520764,0.775629,2.697371,0.146633,2.566649,2.956814,2.618686,2.917622,5,staged,0
79,3,stress_load,3,3,0.544852,0.771579,2.704263,0.080513,2.606556,2.801907,2.712964,2.797774,5,staged,0
80,3,stress_load,3,3,0.513319,0.776263,2.713282,0.074503,2.616927,2.825352,2.696296,2.813667,5,staged,0
81,3,stress_load,3,3,0.543491,0.771959,2.728371,0.086852,2.608409,2.842333,2.751444,2.831733,5,staged,0
