True_Label,Predicted_Label,Inference_Time_ms
3,3,1.3285799999721348
0,0,1.4273200009483844
1,1,1.4471200003754348
1,1,1.3750799931585789
1,1,1.3554200006183237
0,0,1.3413799984846264
1,1,1.2595599924679846
0,0,1.298479997785762
2,2,1.2184000050183386
2,2,1.2616199965123087
0,0,1.2361200002487749
0,0,1.2192399997729808
0,0,1.2012600025627762
1,1,1.226459996541962
2,2,1.3412600092124194
1,1,1.2567799945827574
2,2,1.2742200051434338
1,1,1.2626600044313818
2,2,1.167059998260811
1,1,1.2195799965411425
3,3,1.2091599986888468
2,2,1.2336399930063635
2,2,1.1612200119998306
1,1,1.1750200064852834
2,2,1.1696399946231395
3,3,1.2550199928227812
2,2,1.174319995334372
1,1,1.2439999962225556
2,2,1.1807800095994025
2,2,1.1309400026220828
1,1,1.293419994181022
1,1,1.1309199908282608
2,2,1.2088000017683953
1,1,1.0879000008571893
2,2,1.1622799967881292
1,0,1.188379991799593
1,1,1.1047199950553477
1,1,1.1580799997318536
1,1,1.0765800019726157
2,2,1.069600007031113
1,1,1.1671799991745502
1,1,1.142579992301762
1,1,1.126619998831302
3,3,1.0558800015132874
1,1,1.1254800017923117
2,2,1.0863999952562153
2,2,1.1815000034403056
1,1,1.321439997991547
2,2,1.3121999974828213
1,1,1.2947399984113872
0,0,1.335359999211505
1,1,1.3458600034937263
1,1,1.3101999997161329
1,1,1.2564999924506992
2,2,1.2264600023627281
2,2,1.2134600023273379
1,1,1.1658000061288476
0,0,1.1770799988880754
1,1,1.1714800028130412
1,1,1.3219399959780276
0,0,1.2544799945317209
1,1,1.1771999998018146
2,2,1.253859989810735
1,1,1.2911399942822754
1,1,1.3431399944238365
1,1,1.2436799937859178
1,1,1.2908799981232733
0,0,1.2852200015913695
1,1,1.3089200016111135
1,1,1.3567600050009787
2,2,1.3329600042197853
2,2,1.3651599932927638
1,1,1.3323599996510893
0,0,1.3196200015954673
2,2,1.293579995399341
2,2,1.27892000018619
0,0,1.215779990889132
2,2,1.2511399923823774
1,1,1.2286399956792593
1,1,1.2597000051755458
1,1,1.536259998101741
2,2,1.387660001637414
2,2,1.4094999874942005
2,3,1.3360199984163046
1,1,1.3445799937471747
2,2,1.2790000066161156
1,1,1.3432600069791079
2,2,1.3466200092807412
1,1,1.3828799943439662
1,1,1.4258400071412325
1,1,1.3404199969954789
2,2,1.286019990220666
0,0,1.3737000117544085
0,0,1.3120200019329786
1,1,1.2502799974754453
1,1,1.3369800115469843
2,2,1.322339999023825
1,0,1.3259800034575164
0,0,1.257419993635267
2,2,1.2475600000470877
1,1,1.2967800081241876
1,1,1.3449000078253448
1,1,1.2968400085810572
1,1,1.4414400036912411
2,2,1.3888000044971704
2,2,1.4302999945357442
2,2,1.373599999351427
2,2,1.3242799963336438
2,2,1.465780014405027
1,1,1.3416999951004982
2,2,1.357760006794706
1,1,1.3954999973066151
1,1,1.2542999989818782
3,3,1.3086600054521114
2,2,1.2960599968209863
0,0,1.2808800034690648
1,1,1.370599988149479
2,2,1.3195800012908876
2,2,1.2204400089103729
0,0,1.3611400034278631
1,1,1.2529399944469333
1,1,1.1688800062984228
0,0,1.2543999939225614
2,2,1.2244999990798533
0,0,1.2368800060357898
2,2,1.256580010522157
1,1,1.1978200054727495
2,2,1.2099999992642552
1,1,1.3626200088765472
1,1,1.2707600020803511
3,3,1.2095199956092983
2,2,1.219219999620691
1,1,1.1878599936608225
1,1,1.3523000001441687
0,0,1.450340001611039
1,1,1.4191600028425455
2,2,1.4875799999572337
1,1,1.422200002707541
2,2,1.3424400007352233
1,1,1.4023200026713312
0,0,1.4190999965649098
2,2,1.368859998183325
1,1,1.4427599962800741
0,0,1.3487199903465807
1,1,1.4743599924258888
3,3,1.4101400040090084
3,3,1.4171400049235672
1,1,1.425159996142611
1,1,1.3539600011426955
3,3,1.338200003374368
0,0,1.2980600004084408
0,0,1.3064199942164123
1,1,1.3695599976927042
2,2,1.3870999973732978
0,0,1.4225799939595163
1,1,1.461020001443103
1,1,1.4220000011846423
1,1,1.452859997516498
2,2,1.441320008598268
3,3,1.4423400105442852
0,0,1.5141199924983084
1,1,1.4887399913277477
3,3,1.363560010213405
1,1,1.464280002983287
2,2,1.524839992634952
1,1,1.520740002160892
2,2,1.5991799999028444
2,2,1.6355200030375272
2,2,1.5427600010298193
1,1,1.4762000064365566
0,0,1.3130799925420433
2,2,1.4049799996428192
1,1,1.5007600071839988
2,2,1.4269799983594567
0,0,1.374319999013096
0,0,1.4217799995094538
2,2,1.3935400056652725
1,1,1.4641200075857341
3,3,1.512880006339401
0,0,1.3606400054413825
1,1,1.4141199993900955
0,0,1.4221399906091392
