sample_id,true_label,scenario,predicted_label,exit_point,confidence,entropy,inference_ms,inference_std_ms,inference_min_ms,inference_max_ms,inference_p50_ms,inference_p95_ms,measurement_repeats,inference_mode,dynamic_theta
124,1,startup_surge,1,2,0.99241,0.045555,1.294468,0.234452,1.071251,1.691857,1.17675,1.638872,5,staged,0
125,2,lunch_restart,2,2,0.991646,0.049828,1.105903,0.104375,1.000696,1.278453,1.040955,1.25742,5,staged,0
126,1,lunch_restart,1,2,0.718055,0.59502,1.148969,0.088915,1.02764,1.277897,1.134936,1.265379,5,staged,0
127,1,emergency_ramp,1,2,0.99618,0.025796,1.164821,0.10203,1.051381,1.29612,1.145732,1.290757,5,staged,0
128,0,imbalanced_ap_load,0,2,0.930394,0.252633,1.15138,0.092802,1.083936,1.334045,1.121307,1.292508,5,staged,0
129,2,startup_surge,1,3,0.507463,0.695495,1.75212,0.074753,1.665006,1.846264,1.72882,1.843768,5,staged,0
130,2,imbalanced_ap_load,2,2,0.90739,0.309963,1.964307,1.568436,1.04551,5.084702,1.124195,4.366018,5,staged,0
131,2,startup_surge,2,2,0.921871,0.274947,1.157702,0.071432,1.077047,1.256879,1.112695,1.251349,5,staged,0
132,1,imbalanced_ap_load,1,2,0.981092,0.094918,1.140328,0.10969,1.016844,1.337656,1.137529,1.299382,5,staged,0
133,2,emergency_ramp,1,3,0.892239,0.343638,1.742157,0.123118,1.656154,1.986225,1.682283,1.930489,5,staged,0
134,2,emergency_ramp,2,2,0.819895,0.473368,1.172447,0.098786,1.086566,1.341064,1.120732,1.31826,5,staged,0
135,2,emergency_ramp,2,2,0.989325,0.06105,1.163339,0.114056,1.058103,1.383508,1.123621,1.336619,5,staged,0
136,2,emergency_ramp,2,2,0.945054,0.214508,1.169406,0.060153,1.080751,1.249416,1.149195,1.244053,5,staged,0
137,1,lunch_restart,1,2,0.986218,0.073364,1.138054,0.100204,1.036252,1.319212,1.132973,1.28476,5,staged,0
138,1,imbalanced_ap_load,1,2,0.956658,0.178791,1.164743,0.102178,1.074455,1.362545,1.126936,1.320631,5,staged,0
139,0,lunch_restart,0,3,0.643226,0.655095,1.753286,0.087488,1.633136,1.857337,1.730431,1.855737,5,staged,0
140,1,lunch_restart,1,2,0.792627,0.511049,1.176539,0.119132,1.05464,1.404693,1.135825,1.354716,5,staged,0
141,2,imbalanced_ap_load,2,2,0.992786,0.044962,1.177484,0.069527,1.081047,1.255565,1.220769,1.248935,5,staged,0
142,0,emergency_ramp,0,2,0.998836,0.00903,1.133432,0.104369,1.025974,1.321267,1.124825,1.286508,5,staged,0
143,1,startup_surge,1,2,0.99842,0.012429,1.167584,0.098367,1.081769,1.357767,1.137251,1.317197,5,staged,0
144,1,emergency_ramp,1,2,0.916411,0.287819,1.129662,0.104049,1.031492,1.317824,1.087362,1.286524,5,staged,0
145,1,emergency_ramp,1,2,0.98992,0.056738,1.160321,0.06841,1.09875,1.291601,1.138843,1.264394,5,staged,0
146,1,imbalanced_ap_load,2,3,0.776483,0.533332,1.736242,0.078861,1.644043,1.879504,1.719079,1.852363,5,staged,0
147,2,lunch_restart,2,2,0.958651,0.173528,1.150702,0.115252,1.038437,1.361323,1.139658,1.320971,5,staged,0
148,2,emergency_ramp,2,2,0.964677,0.154694,1.168284,0.098248,1.083677,1.359064,1.139473,1.317379,5,staged,0
149,2,startup_surge,2,2,0.811911,0.484462,1.120621,0.104354,1.030251,1.314619,1.060473,1.280508,5,staged,0
150,1,lunch_restart,1,2,0.986292,0.072997,1.178291,0.065688,1.100732,1.294453,1.18151,1.271898,5,staged,0
151,1,startup_surge,1,2,0.989856,0.056989,1.118432,0.088084,1.041363,1.284157,1.06864,1.25369,5,staged,0
152,1,lunch_restart,1,3,0.668262,0.64056,1.733209,0.095202,1.638765,1.905985,1.71669,1.874589,5,staged,0
153,1,emergency_ramp,1,2,0.998187,0.013847,1.174768,0.111119,1.085899,1.393507,1.13088,1.343882,5,staged,0
154,1,imbalanced_ap_load,1,2,0.99898,0.008652,1.113098,0.107756,1.02764,1.30986,1.052843,1.277323,5,staged,0
155,2,startup_surge,2,2,0.996344,0.026612,1.164198,0.069805,1.094473,1.29649,1.14888,1.268912,5,staged,0
156,0,lunch_restart,0,1,0.940838,0.224806,0.59358,0.083494,0.534107,0.755735,0.549255,0.72268,5,staged,0
157,0,lunch_restart,0,2,0.983673,0.08338,2.735975,3.194445,1.062973,9.123152,1.134287,7.55356,5,staged,0
158,1,lunch_restart,1,2,0.995607,0.028719,1.157584,0.049798,1.110121,1.251176,1.140047,1.233261,5,staged,0
159,0,lunch_restart,0,1,0.928462,0.257825,0.581273,0.076115,0.533626,0.732087,0.541496,0.698272,5,staged,0
160,0,imbalanced_ap_load,0,2,0.998852,0.008918,1.140221,0.060505,1.081788,1.253638,1.126547,1.231264,5,staged,0
161,1,startup_surge,1,2,0.949584,0.200202,1.120054,0.110569,1.031918,1.336045,1.088436,1.287864,5,staged,0
162,1,startup_surge,1,2,0.9981,0.014275,1.156869,0.064384,1.091011,1.278064,1.142269,1.253379,5,staged,0
163,1,startup_surge,1,2,0.888723,0.349456,1.101203,0.093901,1.006104,1.269101,1.058159,1.242094,5,staged,0
164,2,emergency_ramp,2,2,0.995505,0.03065,1.18005,0.045964,1.119917,1.245231,1.167435,1.240039,5,staged,0
165,2,startup_surge,2,2,0.983522,0.085489,2.707145,3.192079,1.017566,9.088448,1.073695,7.529364,5,staged,0
166,0,imbalanced_ap_load,0,2,0.784989,0.520564,1.175117,0.107659,1.077417,1.367434,1.133417,1.336549,5,staged,0
167,1,lunch_restart,1,2,0.996581,0.023373,1.124591,0.109613,1.024029,1.321138,1.074881,1.289683,5,staged,0
168,1,startup_surge,1,2,0.996984,0.021043,1.169246,0.075528,1.103269,1.307878,1.130177,1.284356,5,staged,0
169,3,lunch_restart,3,2,0.982976,0.08623,1.127384,0.122688,1.002696,1.327046,1.075658,1.303176,5,staged,0
170,0,lunch_restart,0,2,0.716947,0.595886,1.158765,0.061137,1.111288,1.272824,1.126066,1.252594,5,staged,0
171,1,startup_surge,1,2,0.999052,0.008166,1.11958,0.089821,1.01077,1.232269,1.098176,1.228913,5,staged,0
172,1,startup_surge,1,2,0.954318,0.185993,1.156087,0.072154,1.070622,1.278046,1.126362,1.260653,5,staged,0
173,1,lunch_restart,2,3,0.650105,0.649241,1.737135,0.056591,1.681505,1.83256,1.712061,1.819845,5,staged,0
174,0,startup_surge,0,2,0.942182,0.220934,1.159017,0.138402,1.034622,1.406026,1.101251,1.366782,5,staged,0
175,1,imbalanced_ap_load,1,2,0.998761,0.010269,1.172335,0.061832,1.116473,1.287064,1.140102,1.26682,5,staged,0
176,0,startup_surge,0,1,0.947856,0.204884,0.585314,0.077685,0.533292,0.738475,0.542977,0.70509,5,staged,0
177,2,emergency_ramp,2,2,0.803223,0.496951,1.14945,0.065436,1.092862,1.274713,1.134028,1.248483,5,staged,0
178,2,startup_surge,2,2,0.996314,0.026886,1.122269,0.108942,1.019399,1.328361,1.088547,1.287587,5,staged,0
179,0,startup_surge,0,1,0.928695,0.257186,0.537451,0.078261,0.487292,0.692495,0.497367,0.657703,5,staged,0
180,0,imbalanced_ap_load,0,2,0.751195,0.561093,1.149921,0.094297,1.041603,1.310008,1.14151,1.28469,5,staged,0
181,0,emergency_ramp,0,2,0.998902,0.008577,1.171062,0.108591,1.068029,1.366231,1.131881,1.333998,5,staged,0
182,1,lunch_restart,1,2,0.993252,0.040889,1.123195,0.10441,1.026585,1.30249,1.075714,1.27736,5,staged,0
183,2,lunch_restart,2,2,0.977603,0.109144,1.17188,0.081051,1.089918,1.305508,1.13401,1.289016,5,staged,0
184,1,lunch_restart,1,2,0.993962,0.037325,1.136391,0.112308,1.027381,1.325082,1.087733,1.300197,5,staged,0
185,2,imbalanced_ap_load,2,2,0.807955,0.490005,1.168246,0.055861,1.117695,1.272545,1.140102,1.253705,5,staged,0
186,1,emergency_ramp,1,2,0.944553,0.215406,1.123676,0.083423,1.031844,1.243453,1.085621,1.235012,5,staged,0
187,2,lunch_restart,2,2,0.993093,0.043765,1.168813,0.062605,1.115547,1.28612,1.135029,1.264924,5,staged,0
188,1,startup_surge,1,2,0.978775,0.103648,1.127202,0.070607,1.049881,1.22112,1.093343,1.217353,5,staged,0
189,3,lunch_restart,3,3,0.875587,0.377723,1.717012,0.076959,1.63682,1.852856,1.697949,1.830626,5,staged,0
190,2,emergency_ramp,2,2,0.963945,0.156551,1.177161,0.074405,1.101658,1.304824,1.140047,1.286942,5,staged,0
191,2,startup_surge,2,3,0.646896,0.651017,1.729409,0.091381,1.62508,1.843542,1.680098,1.841772,5,staged,0
192,1,lunch_restart,1,2,0.893949,0.338496,1.146647,0.116803,1.039436,1.345657,1.097214,1.318216,5,staged,0
193,2,startup_surge,2,2,0.757062,0.555264,2.745134,3.207486,1.075844,9.158003,1.104399,7.586397,5,staged,0
194,3,lunch_restart,3,2,0.77593,0.532223,1.163754,0.072809,1.088066,1.296583,1.129658,1.273553,5,staged,0
195,2,lunch_restart,2,2,0.735149,0.579066,1.117087,0.072777,1.020251,1.205101,1.088584,1.20376,5,staged,0
196,1,startup_surge,1,2,0.91341,0.294932,1.171473,0.122623,1.028714,1.39749,1.131751,1.352816,5,staged,0
197,2,startup_surge,3,3,0.571577,0.698489,1.73602,0.07011,1.65321,1.853763,1.746153,1.833108,5,staged,0
198,2,emergency_ramp,2,2,0.99302,0.044697,1.139395,0.100576,1.016252,1.290009,1.112843,1.275302,5,staged,0
199,1,emergency_ramp,1,2,0.942153,0.221673,1.17501,0.072692,1.101955,1.306787,1.140528,1.284694,5,staged,0
200,1,startup_surge,1,2,0.823135,0.466931,1.138265,0.076164,1.056047,1.235972,1.096232,1.233631,5,staged,0
201,2,imbalanced_ap_load,2,2,0.932375,0.249303,1.160665,0.105843,1.039362,1.357508,1.139621,1.316223,5,staged,0
202,1,startup_surge,1,2,0.976301,0.113146,1.146454,0.05425,1.081158,1.221769,1.130973,1.216765,5,staged,0
203,2,lunch_restart,2,2,0.988151,0.065657,1.135147,0.102363,1.033418,1.319045,1.128602,1.285019,5,staged,0
204,1,imbalanced_ap_load,1,3,0.736578,0.578915,1.723631,0.108348,1.627599,1.933837,1.687653,1.888304,5,staged,0
205,1,startup_surge,1,2,0.847965,0.426476,1.155476,0.087514,1.053102,1.260435,1.118991,1.26009,5,staged,0
206,1,imbalanced_ap_load,1,2,0.998359,0.012889,1.16315,0.114597,1.048307,1.382582,1.120973,1.335908,5,staged,0
207,1,imbalanced_ap_load,1,2,0.997405,0.018673,1.149539,0.059504,1.081029,1.223954,1.134843,1.221965,5,staged,0
208,2,startup_surge,2,2,0.995329,0.032561,1.125399,0.113084,1.004548,1.327286,1.113788,1.290949,5,staged,0
209,1,lunch_restart,1,2,0.996455,0.024559,1.179354,0.111827,1.081843,1.395878,1.15088,1.348471,5,staged,0
210,1,imbalanced_ap_load,1,2,0.998938,0.009035,1.11585,0.107629,1.022362,1.313471,1.056251,1.28006,5,staged,0
211,1,lunch_restart,1,3,0.765918,0.546101,1.729746,0.09433,1.621895,1.899356,1.726172,1.866523,5,staged,0
212,3,imbalanced_ap_load,3,2,0.717187,0.595922,1.155443,0.060533,1.092084,1.238157,1.118418,1.234279,5,staged,0
213,1,lunch_restart,1,2,0.936435,0.23711,1.139172,0.103175,1.036899,1.332897,1.111584,1.294745,5,staged,0
214,2,emergency_ramp,2,2,0.984756,0.081238,1.174706,0.10704,1.08764,1.383879,1.127121,1.338864,5,staged,0
215,2,imbalanced_ap_load,2,2,0.814038,0.481252,1.099614,0.112655,1.004622,1.310323,1.047436,1.272116,5,staged,0
216,1,imbalanced_ap_load,1,3,0.872874,0.384082,1.735805,0.090996,1.632043,1.904133,1.713227,1.870533,5,staged,0
217,2,imbalanced_ap_load,2,2,0.984018,0.083327,2.687664,3.211651,1.007881,9.108708,1.062158,7.535646,5,staged,0
