sample_id,true_label,scenario,predicted_label,exit_point,confidence,inference_ms
100,1,imbalanced_ap_load,1,1,0.939296,0.919486
101,1,lunch_restart,1,1,0.864252,0.871116
102,2,imbalanced_ap_load,2,1,0.865484,0.937522
103,2,lunch_restart,2,2,0.986948,0.881857
104,1,startup_surge,1,1,0.954408,0.872968
105,0,emergency_ramp,0,2,0.976409,0.9193
106,1,lunch_restart,1,2,0.9897,0.904263
107,0,startup_surge,0,2,0.993252,0.858412
108,1,emergency_ramp,1,2,0.976812,0.862245
109,3,startup_surge,3,2,0.972587,0.996281
110,1,lunch_restart,1,2,0.992798,1.392385
111,1,startup_surge,1,1,0.908618,1.126704
112,2,imbalanced_ap_load,2,2,0.921191,0.939615
113,1,startup_surge,1,1,0.958394,1.51342
114,2,lunch_restart,2,2,0.992011,1.450995
115,1,emergency_ramp,1,1,0.918362,1.413033
116,2,imbalanced_ap_load,2,1,0.863091,1.355071
117,1,startup_surge,1,1,0.884979,1.110223
118,2,imbalanced_ap_load,2,2,0.99404,0.934708
119,2,startup_surge,2,1,0.858403,0.997113
120,1,imbalanced_ap_load,1,2,0.957702,0.89643
121,1,imbalanced_ap_load,1,1,0.907953,0.882431
122,1,imbalanced_ap_load,1,1,0.870511,0.995595
123,2,startup_surge,2,2,0.889505,0.894819
124,1,startup_surge,1,1,0.910174,0.876041
125,2,lunch_restart,2,2,0.996647,0.949022
126,1,lunch_restart,1,2,0.900723,0.925115
127,1,emergency_ramp,1,1,0.8949,0.882153
128,0,imbalanced_ap_load,0,2,0.982729,0.86769
129,2,startup_surge,2,3,0.659879,0.959559
130,2,imbalanced_ap_load,2,2,0.933331,0.89093
131,2,startup_surge,2,2,0.977513,0.880319
132,1,imbalanced_ap_load,1,2,0.991323,1.006762
133,2,emergency_ramp,1,3,0.974883,0.904097
134,2,emergency_ramp,2,3,0.82198,0.873912
135,2,emergency_ramp,2,2,0.994012,0.947967
136,2,emergency_ramp,2,2,0.98761,0.894875
137,1,lunch_restart,1,1,0.858863,0.866931
138,1,imbalanced_ap_load,1,2,0.988465,0.930282
139,0,lunch_restart,0,2,0.879907,0.914004
140,1,lunch_restart,1,3,0.786435,1.030984
141,2,imbalanced_ap_load,2,2,0.997348,0.978484
142,0,emergency_ramp,0,1,0.962059,0.909041
143,1,startup_surge,1,1,0.946278,0.874152
144,1,emergency_ramp,1,2,0.99201,0.851172
145,1,emergency_ramp,1,1,0.910627,0.919115
146,1,imbalanced_ap_load,1,3,0.605961,0.878523
147,2,lunch_restart,2,2,0.986126,0.879263
148,2,emergency_ramp,2,2,0.986224,0.933541
149,2,startup_surge,2,3,0.900424,0.891005
150,1,lunch_restart,1,1,0.891094,0.88669
151,1,startup_surge,1,1,0.888421,0.939485
152,1,lunch_restart,0,3,0.763306,0.917949
153,1,emergency_ramp,1,1,0.940256,0.878838
154,1,imbalanced_ap_load,1,1,0.943676,0.872671
155,2,startup_surge,2,1,0.858999,0.924281
156,0,lunch_restart,0,1,0.983998,0.876745
157,0,lunch_restart,0,2,0.995131,0.867338
158,1,lunch_restart,1,1,0.911179,0.918689
159,0,lunch_restart,0,1,0.981293,0.883227
160,0,imbalanced_ap_load,0,1,0.96882,0.869042
161,1,startup_surge,1,2,0.987846,0.861375
162,1,startup_surge,1,1,0.947142,0.943856
163,1,startup_surge,1,2,0.957111,0.886893
164,2,emergency_ramp,2,1,0.854293,0.875023
165,2,startup_surge,2,2,0.995551,0.963929
166,0,imbalanced_ap_load,0,3,0.907264,0.910245
167,1,lunch_restart,1,1,0.927288,0.888597
168,1,startup_surge,1,1,0.939277,0.914986
169,3,lunch_restart,3,2,0.994937,0.899745
170,0,lunch_restart,0,2,0.85606,0.870468
171,1,startup_surge,1,1,0.955262,0.868208
172,1,startup_surge,1,2,0.986068,0.933837
173,1,lunch_restart,2,3,0.740385,0.875467
174,0,startup_surge,0,2,0.97468,0.876764
175,1,imbalanced_ap_load,1,1,0.945382,0.952281
176,0,startup_surge,0,1,0.9861,0.939855
177,2,emergency_ramp,1,3,0.60879,0.883967
178,2,startup_surge,2,1,0.867063,0.995633
179,0,startup_surge,0,1,0.975524,0.981151
180,0,imbalanced_ap_load,0,3,0.904337,0.890374
181,0,emergency_ramp,0,1,0.975947,0.874912
182,1,lunch_restart,1,1,0.912564,0.927096
183,2,lunch_restart,2,2,0.962414,0.881374
184,1,lunch_restart,1,1,0.913864,0.875319
185,2,imbalanced_ap_load,2,2,0.892448,0.933151
186,1,emergency_ramp,1,2,0.992183,0.881764
187,2,lunch_restart,2,1,0.863675,0.872134
188,1,startup_surge,1,1,0.867205,0.915597
189,3,lunch_restart,3,2,0.886754,0.907597
190,2,emergency_ramp,2,2,0.965983,0.87656
191,2,startup_surge,2,3,0.913199,0.870079
192,1,lunch_restart,1,2,0.978018,0.944651
193,2,startup_surge,2,3,0.938033,0.880357
194,3,lunch_restart,3,2,0.874016,0.863634
195,2,lunch_restart,2,3,0.849974,0.931485
196,1,startup_surge,1,2,0.98977,0.885726
197,2,startup_surge,3,3,0.750942,0.873375
198,2,emergency_ramp,2,1,0.861927,0.943541
199,1,emergency_ramp,1,2,0.956714,1.01978
200,1,startup_surge,1,2,0.905494,0.894967
201,2,imbalanced_ap_load,2,2,0.856515,1.024262
202,1,startup_surge,1,2,0.990035,0.929522
203,2,lunch_restart,2,2,0.996112,0.921596
204,1,imbalanced_ap_load,1,2,0.898252,0.93067
205,1,startup_surge,1,2,0.972493,0.902819
206,1,imbalanced_ap_load,1,1,0.949202,0.882337
207,1,imbalanced_ap_load,1,1,0.927696,0.856986
208,2,startup_surge,2,1,0.878219,0.939207
209,1,lunch_restart,1,1,0.914972,0.886653
210,1,imbalanced_ap_load,1,1,0.949509,0.872616
211,1,lunch_restart,1,3,0.630294,0.93193
212,3,imbalanced_ap_load,3,2,0.8735,0.919708
213,1,lunch_restart,1,2,0.989562,0.880078
214,2,emergency_ramp,2,2,0.996783,0.854282
215,2,imbalanced_ap_load,2,2,0.901416,0.925226
216,1,imbalanced_ap_load,1,3,0.845524,0.894505
217,2,imbalanced_ap_load,2,2,0.989443,0.875171
218,1,startup_surge,1,1,0.897669,0.94793
219,0,startup_surge,0,2,0.997274,0.879023
220,1,emergency_ramp,1,3,0.793898,0.872431
221,1,startup_surge,1,1,0.906854,0.937077
222,1,lunch_restart,1,2,0.94391,0.924022
223,2,startup_surge,3,3,0.825643,0.882319
224,2,imbalanced_ap_load,2,2,0.997706,0.979651
225,1,startup_surge,1,1,0.893591,1.039317
226,0,emergency_ramp,0,1,0.905766,0.898301
227,1,lunch_restart,1,2,0.871574,1.040317
228,1,imbalanced_ap_load,1,2,0.993374,0.932133
229,0,lunch_restart,0,1,0.997956,0.886375
230,1,lunch_restart,1,1,0.880259,0.878578
231,2,startup_surge,2,2,0.949433,0.983077
232,1,startup_surge,1,1,0.939133,0.889486
233,1,imbalanced_ap_load,1,1,0.932551,0.87282
234,1,startup_surge,1,2,0.993923,0.933745
235,1,startup_surge,1,2,0.985359,0.888763
236,0,emergency_ramp,0,3,0.816202,0.874486
237,1,lunch_restart,1,2,0.993645,0.922523
238,1,lunch_restart,1,1,0.907873,0.920744
239,2,startup_surge,3,3,0.667139,0.888708
240,2,emergency_ramp,2,1,0.854412,0.867135
241,1,emergency_ramp,1,1,0.94526,0.935356
242,0,startup_surge,0,2,0.991252,0.878783
243,2,lunch_restart,2,2,0.898602,0.860227
244,2,emergency_ramp,2,2,0.939094,0.923337
245,0,imbalanced_ap_load,0,1,0.96995,0.888412
246,2,lunch_restart,2,2,0.997683,0.870004
247,1,imbalanced_ap_load,1,1,0.910483,0.868005
248,1,lunch_restart,1,1,0.905885,1.021966
249,1,emergency_ramp,1,2,0.980112,0.972762
250,2,lunch_restart,2,2,0.990457,0.906208
251,2,startup_surge,3,3,0.544129,0.938022
252,2,emergency_ramp,3,3,0.951834,0.89493
253,1,lunch_restart,1,2,0.984495,0.871449
254,2,emergency_ramp,2,2,0.996452,0.942984
255,1,imbalanced_ap_load,1,1,0.858835,0.87656
256,2,imbalanced_ap_load,2,2,0.994173,0.869431
257,1,imbalanced_ap_load,1,1,0.928275,0.924485
258,1,emergency_ramp,1,1,0.927897,0.893078
259,1,imbalanced_ap_load,1,2,0.88776,0.879393
260,2,emergency_ramp,2,2,0.936444,0.876672
261,0,startup_surge,0,2,0.870422,0.944651
262,0,startup_surge,0,2,0.99361,0.889023
263,1,lunch_restart,1,1,0.945086,0.877837
264,1,lunch_restart,1,1,0.931287,0.930615
265,2,emergency_ramp,2,2,0.998592,0.893986
266,1,imbalanced_ap_load,1,3,0.841927,0.876782
267,0,emergency_ramp,0,2,0.871021,0.924819
268,2,startup_surge,2,2,0.989246,0.905097
269,1,startup_surge,1,2,0.976989,0.866412
270,1,emergency_ramp,1,1,0.914743,0.865264
271,1,imbalanced_ap_load,1,2,0.924972,0.916838
272,1,emergency_ramp,1,1,0.850024,0.885875
273,2,lunch_restart,2,2,0.885929,0.869912
274,2,lunch_restart,2,2,0.964858,0.936356
275,2,startup_surge,2,1,0.864463,1.043335
276,2,lunch_restart,2,2,0.933627,0.898467
277,2,lunch_restart,2,3,0.713815,0.943318
278,1,lunch_restart,1,1,0.937187,0.911633
279,2,imbalanced_ap_load,2,2,0.994784,0.87819
280,1,startup_surge,1,2,0.993906,0.972837
281,1,startup_surge,1,1,0.912789,0.92706
282,3,startup_surge,3,2,0.969725,0.864468
283,2,startup_surge,2,2,0.981934,0.876023
284,0,lunch_restart,0,2,0.936772,0.95654
285,1,emergency_ramp,1,2,0.946811,0.887208
286,2,emergency_ramp,2,2,0.994828,0.87982
287,2,startup_surge,2,2,0.976391,0.958003
288,0,imbalanced_ap_load,0,1,0.989772,0.906967
289,1,imbalanced_ap_load,1,1,0.899608,0.879357
290,1,emergency_ramp,1,2,0.98141,0.91017
291,0,startup_surge,0,1,0.968373,0.912078
292,2,emergency_ramp,2,1,0.863293,0.882115
293,0,imbalanced_ap_load,0,3,0.661217,0.866727
294,2,emergency_ramp,2,3,0.9401,0.947578
295,1,startup_surge,1,2,0.914191,0.88856
296,2,lunch_restart,2,2,0.944604,0.856819
297,1,startup_surge,1,1,0.93763,0.934911
298,1,emergency_ramp,1,2,0.878539,0.892782
299,3,imbalanced_ap_load,3,3,0.903506,0.869912
300,2,lunch_restart,2,2,0.889834,0.972058
301,1,startup_surge,1,1,0.941335,0.929337
302,1,emergency_ramp,1,1,0.883749,0.888374
303,0,lunch_restart,0,1,0.863494,0.864467
304,1,emergency_ramp,1,3,0.802241,0.937762
305,2,startup_surge,2,1,0.879208,0.884467
306,1,startup_surge,1,2,0.996293,0.866004
307,2,lunch_restart,2,2,0.986558,0.926911
308,1,emergency_ramp,1,1,0.935872,0.888282
309,0,lunch_restart,0,1,0.965428,0.877968
310,2,emergency_ramp,2,2,0.997665,0.864264
311,1,emergency_ramp,1,2,0.918165,0.938744
312,0,startup_surge,0,2,0.995897,0.934078
313,1,lunch_restart,0,3,0.94661,0.884708
314,3,emergency_ramp,3,2,0.992033,1.046743
315,3,startup_surge,3,3,0.742457,0.918967
316,1,startup_surge,1,1,0.934271,0.885208
317,1,startup_surge,1,1,0.950176,0.960133
318,3,lunch_restart,3,2,0.988213,0.883153
319,0,emergency_ramp,0,2,0.991901,0.864782
320,0,lunch_restart,0,1,0.996355,0.918466
321,1,startup_surge,1,1,0.940111,0.889894
322,2,startup_surge,2,2,0.976748,0.867598
323,0,imbalanced_ap_load,0,1,0.905813,0.866579
324,1,imbalanced_ap_load,1,1,0.955628,0.886504
325,1,lunch_restart,1,1,0.891078,0.893208
326,1,startup_surge,1,2,0.975126,0.877134
327,2,emergency_ramp,2,2,0.973616,0.947818
328,3,startup_surge,3,2,0.989685,0.901912
329,0,lunch_restart,0,1,0.970256,0.876319
330,1,emergency_ramp,1,2,0.997118,0.871819
331,3,startup_surge,3,3,0.952214,0.925022
332,1,lunch_restart,1,2,0.994967,0.881523
333,2,startup_surge,2,1,0.854975,0.99691
334,1,startup_surge,1,1,0.946585,0.979484
335,2,startup_surge,2,1,0.868136,0.898782
336,2,imbalanced_ap_load,2,2,0.995811,0.878634
337,2,startup_surge,2,1,0.859981,0.943689
338,1,startup_surge,1,1,0.893885,0.866301
339,0,startup_surge,1,3,0.532365,0.874783
340,2,emergency_ramp,2,2,0.977686,0.92643
341,1,emergency_ramp,1,2,0.99249,0.911745
342,2,startup_surge,2,1,0.862745,0.885857
343,0,startup_surge,0,2,0.943842,0.870283
344,0,emergency_ramp,0,1,0.926023,0.941059
345,2,startup_surge,2,2,0.997587,0.89032
346,1,startup_surge,1,1,0.897291,0.874764
347,3,imbalanced_ap_load,3,2,0.972962,0.924263
348,0,lunch_restart,0,1,0.980642,0.890597
349,1,startup_surge,1,1,0.858871,0.867578
350,0,startup_surge,0,1,0.870884,0.874079
