sample_id,scenario,scenario_id,true_label,channel_occupancy_variance,fixed_pred,fixed_exit_point,fixed_theta_1,dynamic_pred,dynamic_exit_point,dynamic_theta_1
155,startup_surge,0,2,0.215993,2,2,0.3,2,2,0.375
161,startup_surge,0,1,0.292561,1,2,0.3,1,2,0.375
162,startup_surge,0,1,0.282666,1,1,0.3,1,1,0.3
163,startup_surge,0,1,0.229317,1,2,0.3,1,2,0.375
165,startup_surge,0,2,0.24651,2,2,0.3,2,2,0.375
168,startup_surge,0,1,0.314331,1,1,0.3,1,1,0.3
171,startup_surge,0,1,0.308307,1,1,0.3,1,1,0.3
172,startup_surge,0,1,0.228173,1,2,0.3,1,2,0.3
174,startup_surge,0,0,0.26242,0,2,0.3,0,2,0.375
176,startup_surge,0,0,0.243216,0,1,0.3,0,1,0.375
178,startup_surge,0,2,0.27847,2,2,0.3,2,2,0.375
179,startup_surge,0,0,0.313774,0,1,0.3,0,1,0.3
188,startup_surge,0,1,0.227412,1,2,0.3,1,2,0.375
191,startup_surge,0,2,0.367,2,3,0.3,2,3,0.3
193,startup_surge,0,2,0.326743,2,2,0.3,2,2,0.3
196,startup_surge,0,1,0.269038,1,2,0.3,1,2,0.375
197,startup_surge,0,2,0.246407,3,3,0.3,3,3,0.3
200,startup_surge,0,1,0.208905,1,2,0.3,1,2,0.375
202,startup_surge,0,1,0.291995,1,2,0.3,1,2,0.3
205,startup_surge,0,1,0.319136,1,2,0.3,1,2,0.375
208,startup_surge,0,2,0.3272,2,2,0.3,2,2,0.375
218,startup_surge,0,1,0.278074,1,2,0.3,1,2,0.3
219,startup_surge,0,0,0.312399,0,2,0.3,0,2,0.375
221,startup_surge,0,1,0.280983,1,2,0.3,1,1,0.375
223,startup_surge,0,2,0.343623,3,3,0.3,3,3,0.3
225,startup_surge,0,1,0.254927,1,2,0.3,1,2,0.375
231,startup_surge,0,2,0.229581,2,2,0.3,2,2,0.375
232,startup_surge,0,1,0.255744,1,1,0.3,1,1,0.3
234,startup_surge,0,1,0.342039,1,2,0.3,1,2,0.375
235,startup_surge,0,1,0.350335,1,2,0.3,1,2,0.375
239,startup_surge,0,2,0.361591,3,3,0.3,2,2,0.375
242,startup_surge,0,0,0.336799,0,2,0.3,0,2,0.3
251,startup_surge,0,2,0.19899,3,3,0.3,3,2,0.375
261,startup_surge,0,0,0.346386,0,2,0.3,0,2,0.3
262,startup_surge,0,0,0.374296,0,2,0.3,0,2,0.3
268,startup_surge,0,2,0.240901,2,2,0.3,2,2,0.3
269,startup_surge,0,1,0.209121,1,2,0.3,1,2,0.375
275,startup_surge,0,2,0.253597,2,2,0.3,2,2,0.3
280,startup_surge,0,1,0.335754,1,2,0.3,1,2,0.3
281,startup_surge,0,1,0.297222,1,2,0.3,1,1,0.375
282,startup_surge,0,3,0.26447,3,2,0.3,3,2,0.3
283,startup_surge,0,2,0.265935,2,2,0.3,2,2,0.375
287,startup_surge,0,2,0.297345,2,2,0.3,2,2,0.3
291,startup_surge,0,0,0.189306,0,1,0.3,0,1,0.3
295,startup_surge,0,1,0.275305,1,2,0.3,1,2,0.375
297,startup_surge,0,1,0.188631,1,1,0.3,1,1,0.3
301,startup_surge,0,1,0.357908,1,1,0.3,1,1,0.3
305,startup_surge,0,2,0.299418,2,2,0.3,2,2,0.3
306,startup_surge,0,1,0.283661,1,2,0.3,1,2,0.3
312,startup_surge,0,0,0.2602,0,2,0.3,0,2,0.3
315,startup_surge,0,3,0.269138,3,3,0.3,3,3,0.3
316,startup_surge,0,1,0.219458,1,1,0.3,1,1,0.3
317,startup_surge,0,1,0.222756,1,1,0.3,1,1,0.3
321,startup_surge,0,1,0.277297,1,1,0.3,1,1,0.3
322,startup_surge,0,2,0.295167,2,2,0.3,2,2,0.375
326,startup_surge,0,1,0.187969,1,2,0.3,1,2,0.375
328,startup_surge,0,3,0.211672,3,2,0.3,3,2,0.3
331,startup_surge,0,3,0.27545,3,2,0.3,3,2,0.375
333,startup_surge,0,2,0.305511,2,2,0.3,2,2,0.3
334,startup_surge,0,1,0.306228,1,1,0.3,1,1,0.3
335,startup_surge,0,2,0.260548,2,2,0.3,2,2,0.3
337,startup_surge,0,2,0.313117,2,2,0.3,2,2,0.375
338,startup_surge,0,1,0.284367,1,2,0.3,1,1,0.375
339,startup_surge,0,0,0.249342,0,3,0.3,1,2,0.375
342,startup_surge,0,2,0.296046,2,2,0.3,2,2,0.375
343,startup_surge,0,0,0.209357,0,2,0.3,0,2,0.375
345,startup_surge,0,2,0.258881,2,2,0.3,2,2,0.375
346,startup_surge,0,1,0.232116,1,2,0.3,1,1,0.375
349,startup_surge,0,1,0.361932,1,2,0.3,1,2,0.3
350,startup_surge,0,0,0.314913,0,2,0.3,0,2,0.375
1,emergency_ramp,1,1,0.368033,1,1,0.3,1,1,0.3
3,emergency_ramp,1,2,0.153335,2,2,0.3,2,2,0.3
5,emergency_ramp,1,1,0.276821,1,2,0.3,1,2,0.375
7,emergency_ramp,1,1,0.288467,1,1,0.3,1,1,0.3
8,emergency_ramp,1,1,0.276901,1,1,0.3,1,1,0.3
9,emergency_ramp,1,1,0.304389,1,1,0.3,1,1,0.3
10,emergency_ramp,1,3,0.283516,3,2,0.3,3,2,0.375
13,emergency_ramp,1,2,0.308047,1,3,0.3,1,3,0.3
17,emergency_ramp,1,2,0.316731,2,2,0.3,2,2,0.375
21,emergency_ramp,1,3,0.319437,3,2,0.3,3,2,0.3
23,emergency_ramp,1,1,0.306781,1,1,0.3,1,1,0.375
27,emergency_ramp,1,0,0.335122,0,2,0.3,0,2,0.3
28,emergency_ramp,1,0,0.176054,0,1,0.3,0,1,0.3
30,emergency_ramp,1,1,0.217519,1,1,0.3,1,1,0.375
36,emergency_ramp,1,2,0.252702,3,3,0.3,2,2,0.375
39,emergency_ramp,1,1,0.285022,1,1,0.3,1,1,0.3
43,emergency_ramp,1,0,0.25986,0,1,0.3,0,1,0.375
61,emergency_ramp,1,1,0.272345,1,1,0.3,1,1,0.375
62,emergency_ramp,1,1,0.273614,1,2,0.3,1,2,0.3
64,emergency_ramp,1,0,0.370636,0,1,0.3,0,1,0.3
66,emergency_ramp,1,2,0.301642,2,2,0.3,2,2,0.3
71,emergency_ramp,1,2,0.324853,2,2,0.3,2,2,0.3
75,emergency_ramp,1,2,0.270643,2,2,0.3,2,2,0.375
76,emergency_ramp,1,1,0.260173,1,2,0.3,1,2,0.375
77,emergency_ramp,1,1,0.142434,1,1,0.3,1,1,0.375
78,emergency_ramp,1,2,0.176222,1,3,0.3,1,3,0.3
84,emergency_ramp,1,3,0.316198,3,2,0.3,3,2,0.3
87,emergency_ramp,1,1,0.214544,1,2,0.3,1,2,0.3
92,emergency_ramp,1,2,0.387806,2,2,0.3,2,2,0.3
105,emergency_ramp,1,0,0.340252,0,2,0.3,0,2,0.3
108,emergency_ramp,1,1,0.280174,1,2,0.3,1,2,0.3
115,emergency_ramp,1,1,0.254555,1,2,0.3,1,1,0.375
127,emergency_ramp,1,1,0.274088,1,2,0.3,1,1,0.375
133,emergency_ramp,1,2,0.281286,1,2,0.3,1,2,0.375
134,emergency_ramp,1,2,0.198199,2,3,0.3,2,2,0.375
135,emergency_ramp,1,2,0.250605,2,2,0.3,2,2,0.375
136,emergency_ramp,1,2,0.260769,2,2,0.3,2,2,0.3
142,emergency_ramp,1,0,0.302008,0,1,0.3,0,1,0.375
144,emergency_ramp,1,1,0.271111,1,2,0.3,1,2,0.3
145,emergency_ramp,1,1,0.262758,1,2,0.3,1,2,0.3
148,emergency_ramp,1,2,0.302989,2,2,0.3,2,2,0.3
153,emergency_ramp,1,1,0.32293,1,1,0.3,1,1,0.375
164,emergency_ramp,1,2,0.238818,2,2,0.3,2,2,0.3
177,emergency_ramp,1,2,0.233243,1,3,0.3,2,2,0.375
181,emergency_ramp,1,0,0.360746,0,1,0.3,0,1,0.3
186,emergency_ramp,1,1,0.272365,1,2,0.3,1,2,0.3
190,emergency_ramp,1,2,0.27528,2,2,0.3,2,2,0.375
198,emergency_ramp,1,2,0.24532,2,2,0.3,2,2,0.375
199,emergency_ramp,1,1,0.223027,1,2,0.3,1,2,0.375
214,emergency_ramp,1,2,0.290067,2,2,0.3,2,2,0.375
220,emergency_ramp,1,1,0.27432,1,2,0.3,1,2,0.3
226,emergency_ramp,1,0,0.208804,0,2,0.3,0,2,0.3
236,emergency_ramp,1,0,0.295738,0,2,0.3,0,2,0.375
240,emergency_ramp,1,2,0.260634,2,2,0.3,2,2,0.375
241,emergency_ramp,1,1,0.350332,1,1,0.3,1,1,0.375
244,emergency_ramp,1,2,0.280876,2,2,0.3,2,2,0.375
249,emergency_ramp,1,1,0.279506,1,2,0.3,1,2,0.3
252,emergency_ramp,1,2,0.302472,3,2,0.3,3,2,0.375
254,emergency_ramp,1,2,0.231994,2,2,0.3,2,2,0.375
258,emergency_ramp,1,1,0.20615,1,1,0.3,1,1,0.3
260,emergency_ramp,1,2,0.334155,2,2,0.3,2,2,0.3
265,emergency_ramp,1,2,0.306279,2,2,0.3,2,2,0.3
267,emergency_ramp,1,0,0.227288,0,2,0.3,0,2,0.3
270,emergency_ramp,1,1,0.208506,1,2,0.3,1,1,0.375
272,emergency_ramp,1,1,0.336858,1,2,0.3,1,2,0.375
285,emergency_ramp,1,1,0.322383,1,2,0.3,1,2,0.3
286,emergency_ramp,1,2,0.290643,2,2,0.3,2,2,0.3
290,emergency_ramp,1,1,0.28702,1,2,0.3,1,2,0.3
292,emergency_ramp,1,2,0.281018,2,2,0.3,2,2,0.3
294,emergency_ramp,1,2,0.306113,2,2,0.3,2,2,0.3
298,emergency_ramp,1,1,0.207609,1,2,0.3,1,2,0.3
302,emergency_ramp,1,1,0.337553,1,2,0.3,1,2,0.375
304,emergency_ramp,1,1,0.270356,1,3,0.3,1,3,0.3
308,emergency_ramp,1,1,0.210875,1,1,0.3,1,1,0.3
310,emergency_ramp,1,2,0.337531,2,2,0.3,2,2,0.3
311,emergency_ramp,1,1,0.297639,1,2,0.3,1,2,0.375
314,emergency_ramp,1,3,0.334347,3,2,0.3,3,2,0.375
319,emergency_ramp,1,0,0.200512,0,2,0.3,0,2,0.375
327,emergency_ramp,1,2,0.153891,2,2,0.3,2,2,0.3
330,emergency_ramp,1,1,0.2703,1,2,0.3,1,2,0.3
340,emergency_ramp,1,2,0.265589,2,2,0.3,2,2,0.3
341,emergency_ramp,1,1,0.361076,1,2,0.3,1,2,0.3
344,emergency_ramp,1,0,0.281044,0,1,0.3,0,1,0.3
11,lunch_restart,2,1,0.298985,1,2,0.3,1,2,0.375
19,lunch_restart,2,1,0.315244,1,2,0.3,1,2,0.3
22,lunch_restart,2,2,0.348925,2,2,0.3,2,2,0.3
24,lunch_restart,2,1,0.31204,1,2,0.3,1,2,0.3
25,lunch_restart,2,2,0.288677,2,2,0.3,2,2,0.375
32,lunch_restart,2,2,0.248523,2,2,0.3,2,2,0.3
41,lunch_restart,2,0,0.28377,0,1,0.3,0,1,0.375
53,lunch_restart,2,0,0.24178,0,2,0.3,0,2,0.375
56,lunch_restart,2,0,0.301432,0,1,0.3,0,1,0.375
57,lunch_restart,2,1,0.292875,1,1,0.3,1,1,0.3
59,lunch_restart,2,1,0.312922,1,2,0.3,1,2,0.3
60,lunch_restart,2,2,0.264908,2,2,0.3,2,2,0.3
69,lunch_restart,2,0,0.368523,0,1,0.3,0,1,0.3
72,lunch_restart,2,2,0.344061,2,3,0.3,2,3,0.3
81,lunch_restart,2,0,0.32688,0,1,0.3,0,1,0.3
82,lunch_restart,2,1,0.326911,1,2,0.3,1,2,0.3
90,lunch_restart,2,1,0.297837,1,2,0.3,1,2,0.3
93,lunch_restart,2,2,0.418492,2,2,0.3,2,2,0.3
95,lunch_restart,2,1,0.271462,1,2,0.3,1,2,0.3
97,lunch_restart,2,1,0.303517,1,1,0.3,1,1,0.3
101,lunch_restart,2,1,0.259062,1,2,0.3,1,2,0.3
103,lunch_restart,2,2,0.310253,2,2,0.3,2,2,0.3
106,lunch_restart,2,1,0.304055,1,2,0.3,1,2,0.375
110,lunch_restart,2,1,0.280913,1,2,0.3,1,2,0.3
114,lunch_restart,2,2,0.261876,2,2,0.3,2,2,0.375
125,lunch_restart,2,2,0.308424,2,2,0.3,2,2,0.375
126,lunch_restart,2,1,0.263072,1,2,0.3,1,2,0.375
137,lunch_restart,2,1,0.220035,1,2,0.3,1,2,0.375
139,lunch_restart,2,0,0.304144,0,2,0.3,0,2,0.3
140,lunch_restart,2,1,0.288656,1,2,0.3,1,2,0.3
147,lunch_restart,2,2,0.315524,2,2,0.3,2,2,0.375
150,lunch_restart,2,1,0.19584,1,2,0.3,1,2,0.3
152,lunch_restart,2,1,0.396944,0,3,0.3,0,3,0.3
156,lunch_restart,2,0,0.332814,0,1,0.3,0,1,0.3
157,lunch_restart,2,0,0.282867,0,2,0.3,0,2,0.375
158,lunch_restart,2,1,0.246979,1,2,0.3,1,1,0.375
159,lunch_restart,2,0,0.226514,0,1,0.3,0,1,0.3
167,lunch_restart,2,1,0.308228,1,1,0.3,1,1,0.3
169,lunch_restart,2,3,0.357843,3,2,0.3,3,2,0.375
170,lunch_restart,2,0,0.296002,0,2,0.3,0,2,0.375
173,lunch_restart,2,1,0.269258,2,3,0.3,2,2,0.375
182,lunch_restart,2,1,0.25835,1,2,0.3,1,1,0.375
183,lunch_restart,2,2,0.319059,2,2,0.3,2,2,0.3
184,lunch_restart,2,1,0.303285,1,2,0.3,1,1,0.375
187,lunch_restart,2,2,0.289788,2,2,0.3,2,2,0.3
189,lunch_restart,2,3,0.236635,3,2,0.3,3,2,0.3
192,lunch_restart,2,1,0.3933,1,2,0.3,1,2,0.3
194,lunch_restart,2,3,0.351275,3,2,0.3,3,2,0.375
195,lunch_restart,2,2,0.287055,2,3,0.3,2,3,0.3
203,lunch_restart,2,2,0.219294,2,2,0.3,2,2,0.3
209,lunch_restart,2,1,0.222707,1,2,0.3,1,1,0.375
211,lunch_restart,2,1,0.181979,1,3,0.3,1,3,0.3
213,lunch_restart,2,1,0.189497,1,2,0.3,1,2,0.375
222,lunch_restart,2,1,0.277809,1,2,0.3,1,2,0.375
227,lunch_restart,2,1,0.220884,1,2,0.3,1,2,0.3
229,lunch_restart,2,0,0.330818,0,1,0.3,0,1,0.375
230,lunch_restart,2,1,0.367371,1,2,0.3,1,2,0.3
237,lunch_restart,2,1,0.310373,1,2,0.3,1,2,0.3
238,lunch_restart,2,1,0.24853,1,2,0.3,1,1,0.375
243,lunch_restart,2,2,0.264181,2,2,0.3,2,2,0.3
246,lunch_restart,2,2,0.268882,2,2,0.3,2,2,0.3
248,lunch_restart,2,1,0.272543,1,2,0.3,1,1,0.375
250,lunch_restart,2,2,0.221783,2,2,0.3,2,2,0.375
253,lunch_restart,2,1,0.249519,1,2,0.3,1,2,0.3
263,lunch_restart,2,1,0.364793,1,1,0.3,1,1,0.375
264,lunch_restart,2,1,0.287759,1,1,0.3,1,1,0.3
273,lunch_restart,2,2,0.243838,2,2,0.3,2,2,0.3
274,lunch_restart,2,2,0.226507,2,2,0.3,2,2,0.375
276,lunch_restart,2,2,0.284952,2,2,0.3,2,2,0.375
277,lunch_restart,2,2,0.266621,2,3,0.3,2,2,0.375
278,lunch_restart,2,1,0.269975,1,1,0.3,1,1,0.375
284,lunch_restart,2,0,0.29526,0,2,0.3,0,2,0.375
296,lunch_restart,2,2,0.266678,2,2,0.3,2,2,0.375
300,lunch_restart,2,2,0.333709,2,2,0.3,2,2,0.3
303,lunch_restart,2,0,0.292487,0,2,0.3,0,2,0.3
307,lunch_restart,2,2,0.246361,2,2,0.3,2,2,0.375
309,lunch_restart,2,0,0.306736,0,1,0.3,0,1,0.3
313,lunch_restart,2,1,0.29756,0,2,0.3,0,2,0.3
318,lunch_restart,2,3,0.227206,3,2,0.3,3,2,0.3
320,lunch_restart,2,0,0.275334,0,1,0.3,0,1,0.3
325,lunch_restart,2,1,0.213433,1,2,0.3,1,1,0.375
329,lunch_restart,2,0,0.295847,0,1,0.3,0,1,0.3
332,lunch_restart,2,1,0.28368,1,2,0.3,1,2,0.375
348,lunch_restart,2,0,0.263151,0,1,0.3,0,1,0.3
2,imbalanced_ap_load,3,1,0.285894,1,2,0.3,1,2,0.375
4,imbalanced_ap_load,3,1,0.264712,1,1,0.3,1,1,0.375
6,imbalanced_ap_load,3,2,0.162354,2,2,0.3,2,2,0.375
12,imbalanced_ap_load,3,0,0.319675,0,2,0.3,0,2,0.3
14,imbalanced_ap_load,3,2,0.300567,2,2,0.3,2,2,0.3
15,imbalanced_ap_load,3,0,0.264413,0,3,0.3,0,3,0.3
20,imbalanced_ap_load,3,2,0.245356,2,2,0.3,2,2,0.375
26,imbalanced_ap_load,3,1,0.280189,1,2,0.3,1,1,0.375
34,imbalanced_ap_load,3,1,0.270083,1,2,0.3,1,2,0.3
35,imbalanced_ap_load,3,1,0.263506,1,2,0.3,1,2,0.375
40,imbalanced_ap_load,3,1,0.167861,1,2,0.3,1,1,0.375
45,imbalanced_ap_load,3,0,0.236799,0,2,0.3,0,2,0.375
46,imbalanced_ap_load,3,1,0.300153,1,1,0.3,1,1,0.375
47,imbalanced_ap_load,3,1,0.29846,1,2,0.3,1,2,0.3
49,imbalanced_ap_load,3,2,0.248822,2,3,0.3,2,3,0.3
52,imbalanced_ap_load,3,1,0.244158,1,2,0.3,1,2,0.3
54,imbalanced_ap_load,3,1,0.223646,1,1,0.3,1,1,0.375
55,imbalanced_ap_load,3,1,0.256406,1,2,0.3,1,2,0.3
63,imbalanced_ap_load,3,2,0.346857,2,2,0.3,2,2,0.3
67,imbalanced_ap_load,3,2,0.232646,2,2,0.3,2,2,0.375
68,imbalanced_ap_load,3,0,0.353319,0,2,0.3,0,2,0.3
74,imbalanced_ap_load,3,1,0.172403,1,2,0.3,1,2,0.375
79,imbalanced_ap_load,3,1,0.265615,1,1,0.3,1,1,0.3
80,imbalanced_ap_load,3,2,0.324913,2,2,0.3,2,2,0.375
83,imbalanced_ap_load,3,0,0.34007,1,3,0.3,1,3,0.3
85,imbalanced_ap_load,3,1,0.229282,1,1,0.3,1,1,0.375
86,imbalanced_ap_load,3,1,0.247648,2,3,0.3,2,2,0.375
88,imbalanced_ap_load,3,2,0.262919,2,3,0.3,2,3,0.3
89,imbalanced_ap_load,3,2,0.252274,2,2,0.3,2,2,0.3
91,imbalanced_ap_load,3,1,0.350209,1,2,0.3,1,2,0.3
94,imbalanced_ap_load,3,2,0.289647,2,2,0.3,2,2,0.375
100,imbalanced_ap_load,3,1,0.233606,1,1,0.3,1,1,0.375
102,imbalanced_ap_load,3,2,0.283955,2,2,0.3,2,2,0.3
112,imbalanced_ap_load,3,2,0.336882,2,2,0.3,2,2,0.3
116,imbalanced_ap_load,3,2,0.250631,2,2,0.3,2,2,0.3
118,imbalanced_ap_load,3,2,0.312266,2,2,0.3,2,2,0.3
120,imbalanced_ap_load,3,1,0.301366,1,2,0.3,1,2,0.3
121,imbalanced_ap_load,3,1,0.265196,1,2,0.3,1,2,0.3
122,imbalanced_ap_load,3,1,0.296906,1,2,0.3,1,2,0.375
128,imbalanced_ap_load,3,0,0.260078,0,2,0.3,0,2,0.3
130,imbalanced_ap_load,3,2,0.251572,2,2,0.3,2,2,0.375
132,imbalanced_ap_load,3,1,0.306193,1,2,0.3,1,2,0.3
138,imbalanced_ap_load,3,1,0.218343,1,2,0.3,1,2,0.3
141,imbalanced_ap_load,3,2,0.349682,2,2,0.3,2,2,0.3
146,imbalanced_ap_load,3,1,0.341859,1,3,0.3,1,2,0.375
154,imbalanced_ap_load,3,1,0.250239,1,1,0.3,1,1,0.3
160,imbalanced_ap_load,3,0,0.216655,0,1,0.3,0,1,0.375
166,imbalanced_ap_load,3,0,0.308466,0,2,0.3,0,2,0.3
175,imbalanced_ap_load,3,1,0.265825,1,1,0.3,1,1,0.375
180,imbalanced_ap_load,3,0,0.347318,0,2,0.3,0,2,0.375
185,imbalanced_ap_load,3,2,0.263156,2,2,0.3,2,2,0.375
201,imbalanced_ap_load,3,2,0.36658,2,2,0.3,2,2,0.375
204,imbalanced_ap_load,3,1,0.306723,1,2,0.3,1,2,0.375
206,imbalanced_ap_load,3,1,0.304615,1,1,0.3,1,1,0.375
207,imbalanced_ap_load,3,1,0.334607,1,1,0.3,1,1,0.3
210,imbalanced_ap_load,3,1,0.275655,1,1,0.3,1,1,0.375
212,imbalanced_ap_load,3,3,0.192194,3,2,0.3,3,2,0.375
215,imbalanced_ap_load,3,2,0.266163,2,2,0.3,2,2,0.3
216,imbalanced_ap_load,3,1,0.302966,1,2,0.3,1,2,0.3
217,imbalanced_ap_load,3,2,0.318597,2,2,0.3,2,2,0.375
224,imbalanced_ap_load,3,2,0.245183,2,2,0.3,2,2,0.3
228,imbalanced_ap_load,3,1,0.233569,1,2,0.3,1,2,0.375
233,imbalanced_ap_load,3,1,0.277302,1,1,0.3,1,1,0.3
245,imbalanced_ap_load,3,0,0.225995,0,1,0.3,0,1,0.375
247,imbalanced_ap_load,3,1,0.289758,1,2,0.3,1,2,0.3
255,imbalanced_ap_load,3,1,0.18509,1,2,0.3,1,2,0.375
256,imbalanced_ap_load,3,2,0.182114,2,2,0.3,2,2,0.375
257,imbalanced_ap_load,3,1,0.19654,1,1,0.3,1,1,0.3
259,imbalanced_ap_load,3,1,0.204747,1,2,0.3,1,2,0.375
266,imbalanced_ap_load,3,1,0.273309,1,2,0.3,1,2,0.375
271,imbalanced_ap_load,3,1,0.265019,1,2,0.3,1,2,0.3
279,imbalanced_ap_load,3,2,0.307203,2,2,0.3,2,2,0.3
288,imbalanced_ap_load,3,0,0.277051,0,1,0.3,0,1,0.3
289,imbalanced_ap_load,3,1,0.276815,1,2,0.3,1,1,0.375
293,imbalanced_ap_load,3,0,0.304676,0,3,0.3,0,3,0.3
299,imbalanced_ap_load,3,3,0.262188,3,2,0.3,3,2,0.375
323,imbalanced_ap_load,3,0,0.238154,0,2,0.3,0,1,0.375
324,imbalanced_ap_load,3,1,0.231488,1,1,0.3,1,1,0.375
336,imbalanced_ap_load,3,2,0.239607,2,2,0.3,2,2,0.375
347,imbalanced_ap_load,3,3,0.238001,3,2,0.3,3,2,0.3
