sample_id,scenario,scenario_id,true_label,channel_occupancy_variance,fixed_pred,fixed_exit_point,fixed_theta_1,dynamic_pred,dynamic_exit_point,dynamic_theta_1
228,startup_surge,0,1,0.311984,,,,,,
232,startup_surge,0,0,0.329134,,,,,,
236,startup_surge,0,1,0.33414,,,,,,
240,startup_surge,0,0,0.276375,,,,,,
244,startup_surge,0,1,0.264173,,,,,,
248,startup_surge,0,0,0.294511,,,,,,
252,startup_surge,0,0,0.281169,,,,,,
256,startup_surge,0,0,0.292033,,,,,,
260,startup_surge,0,0,0.303412,,,,,,
264,startup_surge,0,1,0.318189,,,,,,
268,startup_surge,0,1,0.314265,,,,,,
272,startup_surge,0,1,0.264841,,,,,,
276,startup_surge,0,1,0.31007,,,,,,
280,startup_surge,0,0,0.207224,,,,,,
284,startup_surge,0,1,0.325533,,,,,,
288,startup_surge,0,0,0.286216,,,,,,
292,startup_surge,0,0,0.242112,,,,,,
296,startup_surge,0,1,0.294673,,,,,,
300,startup_surge,0,1,0.312039,,,,,,
304,startup_surge,0,0,0.309026,,,,,,
308,startup_surge,0,0,0.281757,,,,,,
312,startup_surge,0,0,0.387907,,,,,,
316,startup_surge,0,0,0.308876,,,,,,
320,startup_surge,0,1,0.312897,,,,,,
324,startup_surge,0,1,0.312167,,,,,,
328,startup_surge,0,0,0.26558,,,,,,
332,startup_surge,0,1,0.259244,,,,,,
336,startup_surge,0,0,0.330583,,,,,,
340,startup_surge,0,1,0.380164,,,,,,
344,startup_surge,0,1,0.251294,,,,,,
348,startup_surge,0,0,0.219643,,,,,,
1,emergency_ramp,1,0,0.291443,,,,,,
5,emergency_ramp,1,3,0.165243,,,,,,
9,emergency_ramp,1,0,0.183796,,,,,,
13,emergency_ramp,1,3,0.286282,,,,,,
17,emergency_ramp,1,2,0.240867,,,,,,
21,emergency_ramp,1,1,0.264679,,,,,,
25,emergency_ramp,1,0,0.33283,,,,,,
29,emergency_ramp,1,2,0.285565,,,,,,
33,emergency_ramp,1,3,0.345903,,,,,,
37,emergency_ramp,1,0,0.228604,,,,,,
41,emergency_ramp,1,2,0.222191,,,,,,
45,emergency_ramp,1,0,0.298655,,,,,,
49,emergency_ramp,1,1,0.18456,,,,,,
53,emergency_ramp,1,3,0.312113,,,,,,
57,emergency_ramp,1,3,0.21704,,,,,,
61,emergency_ramp,1,3,0.29963,,,,,,
65,emergency_ramp,1,1,0.3688,,,,,,
69,emergency_ramp,1,0,0.28737,,,,,,
73,emergency_ramp,1,0,0.324319,,,,,,
77,emergency_ramp,1,2,0.288039,,,,,,
81,emergency_ramp,1,2,0.259926,,,,,,
85,emergency_ramp,1,3,0.298673,,,,,,
89,emergency_ramp,1,2,0.209375,,,,,,
93,emergency_ramp,1,2,0.279252,,,,,,
97,emergency_ramp,1,0,0.278394,,,,,,
101,emergency_ramp,1,3,0.41437,,,,,,
105,emergency_ramp,1,0,0.269899,,,,,,
109,emergency_ramp,1,2,0.359496,,,,,,
113,emergency_ramp,1,1,0.261042,,,,,,
117,emergency_ramp,1,2,0.24103,,,,,,
121,emergency_ramp,1,3,0.294137,,,,,,
125,emergency_ramp,1,1,0.229531,,,,,,
129,emergency_ramp,1,2,0.342837,,,,,,
133,emergency_ramp,1,0,0.306747,,,,,,
137,emergency_ramp,1,2,0.327908,,,,,,
141,emergency_ramp,1,2,0.251346,,,,,,
145,emergency_ramp,1,3,0.270585,,,,,,
149,emergency_ramp,1,1,0.280706,,,,,,
153,emergency_ramp,1,1,0.28351,,,,,,
157,emergency_ramp,1,0,0.204682,,,,,,
161,emergency_ramp,1,2,0.292944,,,,,,
165,emergency_ramp,1,0,0.259692,,,,,,
169,emergency_ramp,1,1,0.342455,,,,,,
173,emergency_ramp,1,2,0.249837,,,,,,
177,emergency_ramp,1,3,0.315783,,,,,,
181,emergency_ramp,1,2,0.271192,,,,,,
185,emergency_ramp,1,2,0.246436,,,,,,
189,emergency_ramp,1,0,0.299109,,,,,,
193,emergency_ramp,1,1,0.235224,,,,,,
197,emergency_ramp,1,3,0.318125,,,,,,
201,emergency_ramp,1,2,0.287168,,,,,,
205,emergency_ramp,1,3,0.310357,,,,,,
209,emergency_ramp,1,0,0.325428,,,,,,
213,emergency_ramp,1,1,0.356738,,,,,,
217,emergency_ramp,1,1,0.214364,,,,,,
221,emergency_ramp,1,2,0.390786,,,,,,
225,emergency_ramp,1,0,0.282049,,,,,,
229,emergency_ramp,1,0,0.29847,,,,,,
233,emergency_ramp,1,3,0.282145,,,,,,
237,emergency_ramp,1,3,0.2822,,,,,,
241,emergency_ramp,1,1,0.248036,,,,,,
245,emergency_ramp,1,3,0.295386,,,,,,
249,emergency_ramp,1,2,0.326882,,,,,,
253,emergency_ramp,1,0,0.307648,,,,,,
257,emergency_ramp,1,1,0.225055,,,,,,
261,emergency_ramp,1,2,0.294678,,,,,,
265,emergency_ramp,1,0,0.294371,,,,,,
269,emergency_ramp,1,3,0.331567,,,,,,
273,emergency_ramp,1,1,0.279008,,,,,,
277,emergency_ramp,1,3,0.269734,,,,,,
281,emergency_ramp,1,1,0.276629,,,,,,
285,emergency_ramp,1,3,0.312755,,,,,,
289,emergency_ramp,1,1,0.22382,,,,,,
293,emergency_ramp,1,2,0.278471,,,,,,
297,emergency_ramp,1,2,0.239717,,,,,,
301,emergency_ramp,1,1,0.284851,,,,,,
305,emergency_ramp,1,3,0.236491,,,,,,
309,emergency_ramp,1,2,0.330916,,,,,,
313,emergency_ramp,1,0,0.350753,,,,,,
317,emergency_ramp,1,3,0.194809,,,,,,
321,emergency_ramp,1,0,0.308471,,,,,,
325,emergency_ramp,1,0,0.346508,,,,,,
329,emergency_ramp,1,1,0.329482,,,,,,
333,emergency_ramp,1,1,0.242788,,,,,,
337,emergency_ramp,1,3,0.228833,,,,,,
341,emergency_ramp,1,2,0.320534,,,,,,
345,emergency_ramp,1,0,0.294906,,,,,,
349,emergency_ramp,1,3,0.336772,,,,,,
2,lunch_restart,2,2,0.260233,,,,,,
6,lunch_restart,2,2,0.284337,,,,,,
10,lunch_restart,2,2,0.267679,,,,,,
14,lunch_restart,2,1,0.210796,,,,,,
18,lunch_restart,2,2,0.269596,,,,,,
22,lunch_restart,2,1,0.339089,,,,,,
26,lunch_restart,2,0,0.265381,,,,,,
30,lunch_restart,2,2,0.304148,,,,,,
34,lunch_restart,2,0,0.24923,,,,,,
38,lunch_restart,2,2,0.270338,,,,,,
42,lunch_restart,2,1,0.308546,,,,,,
46,lunch_restart,2,1,0.213083,,,,,,
50,lunch_restart,2,2,0.312577,,,,,,
54,lunch_restart,2,1,0.290537,,,,,,
58,lunch_restart,2,1,0.267092,,,,,,
62,lunch_restart,2,2,0.331531,,,,,,
66,lunch_restart,2,2,0.29108,,,,,,
70,lunch_restart,2,2,0.330852,,,,,,
74,lunch_restart,2,2,0.242112,,,,,,
78,lunch_restart,2,1,0.345428,,,,,,
82,lunch_restart,2,2,0.172656,,,,,,
86,lunch_restart,2,0,0.212427,,,,,,
90,lunch_restart,2,2,0.337754,,,,,,
94,lunch_restart,2,1,0.19259,,,,,,
98,lunch_restart,2,2,0.29322,,,,,,
102,lunch_restart,2,1,0.332529,,,,,,
106,lunch_restart,2,0,0.245166,,,,,,
110,lunch_restart,2,1,0.238357,,,,,,
114,lunch_restart,2,1,0.168648,,,,,,
118,lunch_restart,2,2,0.351037,,,,,,
122,lunch_restart,2,0,0.270925,,,,,,
126,lunch_restart,2,1,0.25886,,,,,,
130,lunch_restart,2,0,0.302091,,,,,,
134,lunch_restart,2,1,0.300076,,,,,,
138,lunch_restart,2,1,0.378513,,,,,,
142,lunch_restart,2,2,0.28724,,,,,,
146,lunch_restart,2,0,0.242153,,,,,,
150,lunch_restart,2,2,0.245422,,,,,,
154,lunch_restart,2,2,0.219827,,,,,,
158,lunch_restart,2,2,0.334971,,,,,,
162,lunch_restart,2,2,0.310738,,,,,,
166,lunch_restart,2,1,0.301413,,,,,,
170,lunch_restart,2,2,0.328335,,,,,,
174,lunch_restart,2,1,0.304523,,,,,,
178,lunch_restart,2,2,0.296139,,,,,,
182,lunch_restart,2,1,0.292204,,,,,,
186,lunch_restart,2,1,0.293154,,,,,,
190,lunch_restart,2,0,0.274091,,,,,,
194,lunch_restart,2,1,0.199493,,,,,,
198,lunch_restart,2,1,0.314328,,,,,,
202,lunch_restart,2,0,0.238108,,,,,,
206,lunch_restart,2,2,0.258752,,,,,,
210,lunch_restart,2,0,0.265343,,,,,,
214,lunch_restart,2,2,0.332593,,,,,,
218,lunch_restart,2,0,0.295917,,,,,,
222,lunch_restart,2,1,0.267804,,,,,,
226,lunch_restart,2,2,0.302134,,,,,,
230,lunch_restart,2,1,0.277213,,,,,,
234,lunch_restart,2,2,0.310329,,,,,,
238,lunch_restart,2,1,0.315765,,,,,,
242,lunch_restart,2,2,0.34885,,,,,,
246,lunch_restart,2,1,0.303513,,,,,,
250,lunch_restart,2,1,0.373046,,,,,,
254,lunch_restart,2,0,0.280003,,,,,,
258,lunch_restart,2,1,0.28325,,,,,,
262,lunch_restart,2,1,0.296781,,,,,,
266,lunch_restart,2,0,0.265499,,,,,,
270,lunch_restart,2,0,0.213891,,,,,,
274,lunch_restart,2,2,0.242857,,,,,,
278,lunch_restart,2,2,0.213112,,,,,,
282,lunch_restart,2,1,0.248291,,,,,,
286,lunch_restart,2,1,0.376751,,,,,,
290,lunch_restart,2,1,0.251284,,,,,,
294,lunch_restart,2,0,0.314148,,,,,,
298,lunch_restart,2,2,0.232441,,,,,,
302,lunch_restart,2,2,0.349266,,,,,,
306,lunch_restart,2,1,0.296533,,,,,,
310,lunch_restart,2,1,0.244772,,,,,,
314,lunch_restart,2,0,0.303783,,,,,,
318,lunch_restart,2,2,0.273611,,,,,,
322,lunch_restart,2,0,0.213118,,,,,,
326,lunch_restart,2,1,0.282495,,,,,,
330,lunch_restart,2,1,0.275796,,,,,,
334,lunch_restart,2,0,0.36802,,,,,,
338,lunch_restart,2,2,0.297026,,,,,,
342,lunch_restart,2,0,0.336018,,,,,,
346,lunch_restart,2,0,0.199935,,,,,,
350,lunch_restart,2,0,0.284504,,,,,,
3,imbalanced_ap_load,3,3,0.298852,,,,,,
7,imbalanced_ap_load,3,1,0.304296,,,,,,
11,imbalanced_ap_load,3,3,0.243014,,,,,,
15,imbalanced_ap_load,3,3,0.257502,,,,,,
19,imbalanced_ap_load,3,2,0.275641,,,,,,
23,imbalanced_ap_load,3,3,0.31754,,,,,,
27,imbalanced_ap_load,3,3,0.223682,,,,,,
31,imbalanced_ap_load,3,2,0.328642,,,,,,
35,imbalanced_ap_load,3,3,0.309124,,,,,,
39,imbalanced_ap_load,3,1,0.306889,,,,,,
43,imbalanced_ap_load,3,3,0.269594,,,,,,
47,imbalanced_ap_load,3,3,0.360979,,,,,,
51,imbalanced_ap_load,3,2,0.235847,,,,,,
55,imbalanced_ap_load,3,2,0.22097,,,,,,
59,imbalanced_ap_load,3,3,0.222722,,,,,,
63,imbalanced_ap_load,3,3,0.233472,,,,,,
67,imbalanced_ap_load,3,1,0.293001,,,,,,
71,imbalanced_ap_load,3,1,0.321188,,,,,,
75,imbalanced_ap_load,3,2,0.273398,,,,,,
79,imbalanced_ap_load,3,3,0.243833,,,,,,
83,imbalanced_ap_load,3,1,0.322707,,,,,,
87,imbalanced_ap_load,3,1,0.378022,,,,,,
91,imbalanced_ap_load,3,3,0.302118,,,,,,
95,imbalanced_ap_load,3,2,0.360689,,,,,,
99,imbalanced_ap_load,3,3,0.357992,,,,,,
103,imbalanced_ap_load,3,3,0.22769,,,,,,
107,imbalanced_ap_load,3,2,0.285411,,,,,,
111,imbalanced_ap_load,3,3,0.322988,,,,,,
115,imbalanced_ap_load,3,2,0.327829,,,,,,
119,imbalanced_ap_load,3,1,0.358217,,,,,,
123,imbalanced_ap_load,3,2,0.259488,,,,,,
127,imbalanced_ap_load,3,2,0.245224,,,,,,
131,imbalanced_ap_load,3,1,0.246513,,,,,,
135,imbalanced_ap_load,3,2,0.311719,,,,,,
139,imbalanced_ap_load,3,1,0.275726,,,,,,
143,imbalanced_ap_load,3,3,0.270435,,,,,,
147,imbalanced_ap_load,3,3,0.269592,,,,,,
151,imbalanced_ap_load,3,3,0.233709,,,,,,
155,imbalanced_ap_load,3,2,0.29859,,,,,,
159,imbalanced_ap_load,3,1,0.268583,,,,,,
163,imbalanced_ap_load,3,2,0.268605,,,,,,
167,imbalanced_ap_load,3,2,0.202718,,,,,,
171,imbalanced_ap_load,3,3,0.26388,,,,,,
175,imbalanced_ap_load,3,1,0.292094,,,,,,
179,imbalanced_ap_load,3,2,0.342997,,,,,,
183,imbalanced_ap_load,3,1,0.322485,,,,,,
187,imbalanced_ap_load,3,1,0.262901,,,,,,
191,imbalanced_ap_load,3,3,0.316215,,,,,,
195,imbalanced_ap_load,3,2,0.275809,,,,,,
199,imbalanced_ap_load,3,3,0.270845,,,,,,
203,imbalanced_ap_load,3,3,0.348212,,,,,,
207,imbalanced_ap_load,3,1,0.243295,,,,,,
211,imbalanced_ap_load,3,2,0.320131,,,,,,
215,imbalanced_ap_load,3,1,0.264777,,,,,,
219,imbalanced_ap_load,3,2,0.240848,,,,,,
223,imbalanced_ap_load,3,2,0.346909,,,,,,
227,imbalanced_ap_load,3,3,0.302375,,,,,,
231,imbalanced_ap_load,3,3,0.236411,,,,,,
235,imbalanced_ap_load,3,3,0.256433,,,,,,
239,imbalanced_ap_load,3,3,0.146915,,,,,,
243,imbalanced_ap_load,3,3,0.351293,,,,,,
247,imbalanced_ap_load,3,2,0.236459,,,,,,
251,imbalanced_ap_load,3,3,0.191432,,,,,,
255,imbalanced_ap_load,3,1,0.281258,,,,,,
259,imbalanced_ap_load,3,2,0.274134,,,,,,
263,imbalanced_ap_load,3,2,0.256353,,,,,,
267,imbalanced_ap_load,3,3,0.231847,,,,,,
271,imbalanced_ap_load,3,1,0.294212,,,,,,
275,imbalanced_ap_load,3,2,0.260597,,,,,,
279,imbalanced_ap_load,3,3,0.30179,,,,,,
283,imbalanced_ap_load,3,3,0.222753,,,,,,
287,imbalanced_ap_load,3,3,0.284582,,,,,,
291,imbalanced_ap_load,3,3,0.363778,,,,,,
295,imbalanced_ap_load,3,3,0.270589,,,,,,
299,imbalanced_ap_load,3,2,0.275577,,,,,,
303,imbalanced_ap_load,3,1,0.349674,,,,,,
307,imbalanced_ap_load,3,2,0.295062,,,,,,
311,imbalanced_ap_load,3,1,0.334749,,,,,,
315,imbalanced_ap_load,3,2,0.267596,,,,,,
319,imbalanced_ap_load,3,3,0.302385,,,,,,
323,imbalanced_ap_load,3,3,0.268595,,,,,,
327,imbalanced_ap_load,3,2,0.20179,,,,,,
331,imbalanced_ap_load,3,3,0.226253,,,,,,
335,imbalanced_ap_load,3,1,0.196555,,,,,,
339,imbalanced_ap_load,3,3,0.27595,,,,,,
343,imbalanced_ap_load,3,3,0.255974,,,,,,
347,imbalanced_ap_load,3,1,0.326522,,,,,,
