sample_id,true_label,scenario,predicted_label,exit_point,confidence,entropy,inference_ms,inference_std_ms,inference_min_ms,inference_max_ms,inference_p50_ms,inference_p95_ms,measurement_repeats,inference_mode,dynamic_theta
69,3,step_run2,3,2,0.873117,0.393924,1.760263,0.055784,1.690427,1.856201,1.753945,1.84002,5,staged,1
70,3,step_run2,3,2,0.929834,0.254906,1.676791,0.056625,1.623781,1.776074,1.651891,1.761174,5,staged,1
71,3,step_run2,3,2,0.982834,0.086911,1.749434,0.105347,1.607689,1.879571,1.791055,1.868586,5,staged,1
72,0,step_run2,0,1,0.994676,0.033797,0.74814,0.065183,0.671263,0.854371,0.744633,0.839145,5,staged,1
73,0,step_run2,0,1,0.987579,0.068013,0.802357,0.055192,0.737225,0.880796,0.791317,0.874589,5,staged,1
74,0,step_run2,0,1,0.99202,0.047183,0.700504,0.11881,0.619339,0.933555,0.637172,0.884,5,staged,1
75,0,step_run2,0,1,0.995689,0.028109,0.78985,0.077021,0.73341,0.939387,0.751817,0.908773,5,staged,1
76,0,step_run2,0,1,0.996459,0.023792,0.771754,0.064059,0.708651,0.893388,0.747484,0.868996,5,staged,1
77,0,step_run2,0,1,0.997482,0.017781,0.705937,0.061884,0.634153,0.785706,0.669264,0.783462,5,staged,1
78,0,step_run2,0,1,0.998019,0.014461,0.787446,0.049391,0.736058,0.880574,0.772262,0.861745,5,staged,1
79,0,step_run2,0,1,0.998919,0.008548,0.7203,0.099136,0.621839,0.869334,0.675023,0.856416,5,staged,1
80,0,step_run2,0,1,0.998963,0.008241,2.289074,3.222345,0.623264,8.732946,0.679208,7.140568,5,staged,1
81,0,step_run2,0,1,0.998902,0.008665,0.768195,0.029172,0.736003,0.807483,0.753095,0.805746,5,staged,1
82,0,step_run2,0,1,0.998167,0.013547,0.785269,0.07393,0.737762,0.931314,0.74417,0.8992,5,staged,1
83,0,step_run2,0,1,0.998888,0.008761,0.679597,0.060315,0.634376,0.797742,0.660801,0.771413,5,staged,1
84,0,step_run2,0,1,0.998386,0.012105,0.79385,0.046537,0.758503,0.88513,0.775298,0.865156,5,staged,1
85,0,step_run2,0,1,0.998849,0.009031,0.747403,0.09053,0.631117,0.885741,0.764595,0.866193,5,staged,1
86,0,step_run2,0,1,0.999165,0.006822,0.73954,0.043775,0.655504,0.769984,0.76678,0.769703,5,staged,1
87,0,step_run2,0,1,0.999485,0.004455,0.788872,0.054566,0.732966,0.873407,0.763577,0.865078,5,staged,1
88,0,step_run2,0,1,0.999224,0.006401,0.689308,0.100587,0.618969,0.886981,0.635542,0.844493,5,staged,1
89,0,step_run2,0,1,0.999262,0.006119,0.78138,0.078707,0.726429,0.935165,0.741484,0.902933,5,staged,1
90,0,step_run2,0,1,0.997603,0.017011,0.670108,0.062019,0.618561,0.791464,0.650801,0.764139,5,staged,1
91,0,step_run2,0,1,0.997785,0.015894,0.76841,0.06252,0.704467,0.887092,0.745558,0.86277,5,staged,1
92,0,step_run2,0,1,0.99789,0.015246,0.700841,0.064549,0.628506,0.791335,0.673356,0.785669,5,staged,1
93,0,step_run2,0,1,0.990769,0.053081,0.749555,0.086953,0.63269,0.876945,0.754651,0.862371,5,staged,1
94,0,step_run2,0,1,0.96547,0.152357,0.741892,0.053741,0.648412,0.813409,0.757336,0.802317,5,staged,1
95,0,step_run2,0,1,0.97873,0.104197,0.695993,0.094108,0.616654,0.864926,0.647782,0.838197,5,staged,1
96,2,step_run3,1,2,0.853755,0.518343,1.657213,0.027578,1.634169,1.70976,1.644355,1.69962,5,staged,1
97,2,step_run3,2,3,0.642216,0.704708,2.778742,0.147265,2.634297,3.062436,2.727294,3.000341,5,staged,1
98,1,step_run3,1,2,0.784888,0.670434,1.801777,0.099269,1.699464,1.970051,1.782055,1.945211,5,staged,1
99,2,step_run3,2,3,0.573934,0.716994,2.716154,0.054425,2.676925,2.820885,2.683647,2.800385,5,staged,1
100,1,step_run3,1,2,0.905315,0.391045,1.777059,0.113386,1.668354,1.973106,1.750037,1.943018,5,staged,1
101,1,step_run3,1,2,0.900715,0.402245,1.768515,0.058394,1.680557,1.844516,1.771111,1.838602,5,staged,1
102,1,step_run3,1,2,0.855348,0.536665,1.693183,0.087742,1.589133,1.84022,1.678335,1.818421,5,staged,1
103,2,step_run3,2,3,0.412887,1.076395,2.680829,0.093222,2.572187,2.83231,2.657519,2.812685,5,staged,1
104,2,step_run3,2,3,0.65015,0.817114,2.745587,0.113667,2.62076,2.951586,2.736294,2.912046,5,staged,1
105,2,step_run3,2,3,0.616098,0.695877,2.709821,0.072044,2.631445,2.831737,2.705573,2.812541,5,staged,1
106,0,step_run3,0,1,0.994396,0.035073,0.817312,0.105506,0.746077,1.024516,0.760354,0.980243,5,staged,1
107,0,step_run3,0,1,0.995436,0.029452,0.684145,0.068307,0.630265,0.817465,0.664746,0.787873,5,staged,1
108,0,step_run3,0,1,0.995086,0.031347,0.788472,0.055035,0.745428,0.897185,0.767095,0.871852,5,staged,1
109,0,step_run3,0,1,0.994957,0.032033,0.748725,0.084767,0.63345,0.872519,0.772354,0.855716,5,staged,1
110,0,step_run3,0,1,0.982556,0.089227,0.739177,0.047367,0.649134,0.776187,0.76091,0.775861,5,staged,1
111,0,step_run3,0,1,0.979384,0.101816,0.786931,0.052694,0.735466,0.869296,0.763706,0.860867,5,staged,1
112,0,step_run4,0,1,0.981666,0.092707,0.6917,0.099965,0.622801,0.888074,0.64269,0.845801,5,staged,1
113,0,step_run4,0,1,0.977166,0.110413,0.780895,0.078091,0.727522,0.933388,0.737725,0.901674,5,staged,1
114,1,step_run4,1,1,0.935405,0.290834,0.772317,0.063168,0.718004,0.894315,0.741355,0.869356,5,staged,1
115,1,step_run4,1,2,0.854398,0.521911,1.689272,0.096705,1.600133,1.864516,1.638003,1.83585,5,staged,1
116,1,step_run4,1,2,0.860522,0.508572,1.71569,0.116654,1.608707,1.940589,1.686002,1.891771,5,staged,1
117,1,step_run4,1,3,0.739867,0.748122,2.70748,0.07641,2.621611,2.847458,2.691944,2.820585,5,staged,1
118,1,step_run4,1,2,0.91052,0.375649,1.728545,0.121489,1.618837,1.963681,1.700112,1.911338,5,staged,1
119,1,step_run4,1,3,0.741015,0.747974,2.714328,0.090153,2.609352,2.879329,2.692443,2.847385,5,staged,1
120,1,step_run4,1,2,0.933408,0.303563,1.726975,0.12939,1.614632,1.98007,1.682335,1.922734,5,staged,1
121,2,step_run4,1,3,0.411572,1.073067,2.712387,0.074149,2.612149,2.841218,2.698313,2.817293,5,staged,1
122,2,step_run4,2,3,0.633839,0.724377,4.309976,3.173192,2.637963,10.65385,2.704035,9.10146,5,staged,1
123,1,step_run4,2,3,0.519007,1.043851,2.684996,0.046673,2.603964,2.747239,2.690944,2.738658,5,staged,1
124,1,step_run4,1,2,0.874891,0.482293,1.695738,0.139263,1.606114,1.969885,1.614373,1.910808,5,staged,1
125,2,step_run4,2,3,0.625995,0.83707,2.698917,0.069696,2.608908,2.824367,2.68698,2.797701,5,staged,1
126,2,step_run4,3,2,0.665347,0.645656,1.715597,0.129966,1.603855,1.965255,1.690686,1.911282,5,staged,1
127,1,step_run4,1,3,0.815138,0.614513,2.710865,0.074118,2.61439,2.839755,2.699407,2.816774,5,staged,1
128,3,step_run4,2,3,0.557867,1.001911,2.728528,0.094127,2.61876,2.892088,2.706203,2.865722,5,staged,1
129,2,step_run4,2,3,0.652843,0.679941,4.252033,3.181426,2.596723,10.613592,2.643407,9.047362,5,staged,1
130,2,step_run4,2,2,0.49768,0.745889,1.679476,0.094708,1.60654,1.865961,1.640447,1.824217,5,staged,1
131,2,step_run4,2,2,0.495535,0.742174,1.748619,0.094383,1.634132,1.878442,1.697149,1.871109,5,staged,1
132,3,step_run4,3,2,0.908487,0.30787,3.314567,3.229053,1.601336,9.770813,1.73126,8.181987,5,staged,1
133,2,step_run4,2,3,0.582646,0.706467,2.679421,0.084787,2.602982,2.824626,2.628093,2.805004,5,staged,1
134,2,step_run4,2,3,0.661553,0.676253,2.724169,0.081517,2.615408,2.821385,2.686202,2.820515,5,staged,1
135,0,step_run4,0,1,0.943677,0.223828,0.812928,0.071049,0.748762,0.949369,0.778502,0.921773,5,staged,1
136,0,step_run4,0,1,0.990242,0.055664,0.752603,0.093234,0.631005,0.880371,0.76117,0.868945,5,staged,1
137,0,step_run4,0,1,0.996503,0.023546,0.739592,0.050659,0.65143,0.802631,0.746781,0.795994,5,staged,1
138,0,step_run4,0,1,0.979406,0.101512,0.786224,0.054037,0.733743,0.871556,0.760206,0.862597,5,staged,1
139,0,step_run4,0,1,0.978682,0.10435,0.675008,0.079441,0.619598,0.829667,0.630654,0.797916,5,staged,1
140,0,step_run4,0,1,0.978378,0.105547,0.778473,0.081115,0.719448,0.93811,0.73854,0.903259,5,staged,1
141,0,step_run4,0,1,0.991772,0.048145,0.766243,0.058135,0.718059,0.879741,0.739966,0.855342,5,staged,1
142,0,step_run4,0,1,0.994619,0.033773,0.701867,0.062103,0.633783,0.777946,0.664782,0.777524,5,staged,1
143,0,step_run4,0,1,0.99472,0.033247,0.785862,0.046006,0.737115,0.872556,0.774299,0.854623,5,staged,1
144,0,step_run4,0,1,0.987071,0.069878,0.72034,0.097915,0.624153,0.871685,0.670152,0.857197,5,staged,1
145,1,step_run4,1,2,0.901688,0.390415,1.714379,0.085869,1.612374,1.857738,1.715075,1.834887,5,staged,1
146,1,step_run4,1,2,0.881802,0.453203,3.283201,3.207153,1.615189,9.696352,1.670668,8.115633,5,staged,1
147,1,step_run4,1,2,0.906529,0.404129,1.76183,0.059318,1.675169,1.842646,1.758278,1.835783,5,staged,1
148,1,step_run4,2,3,0.46768,1.034335,2.681247,0.083349,2.608445,2.834255,2.638963,2.808248,5,staged,1
149,1,step_run4,1,3,0.661849,0.858084,2.703232,0.08651,2.610982,2.84607,2.692203,2.825878,5,staged,1
150,1,step_run4,1,2,0.826333,0.594922,1.753297,0.114665,1.597948,1.949199,1.753723,1.912833,5,staged,1
151,1,step_run4,1,2,0.82153,0.604051,1.763833,0.063211,1.677243,1.851591,1.748055,1.844906,5,staged,1
152,1,step_run4,2,3,0.529319,1.020364,2.684984,0.074326,2.611908,2.817033,2.651574,2.796315,5,staged,1
153,1,step_run4,1,3,0.729264,0.776652,2.716043,0.085998,2.609149,2.844607,2.724091,2.828974,5,staged,1
154,1,step_run4,1,2,0.863572,0.509815,1.73716,0.101024,1.609892,1.905627,1.748019,1.876705,5,staged,1
155,2,step_run4,2,3,0.718358,0.67523,2.708639,0.090148,2.602334,2.855366,2.718221,2.832389,5,staged,1
156,2,step_run4,2,3,0.663312,0.87162,4.298895,3.175486,2.630944,10.648368,2.69211,9.086434,5,staged,1
157,2,step_run4,2,2,0.550194,0.744246,1.740193,0.054382,1.636762,1.793073,1.752982,1.789158,5,staged,1
158,2,step_run4,2,3,0.709283,0.77425,4.282832,3.184688,2.626241,10.650684,2.693387,9.083987,5,staged,1
159,2,step_run4,2,3,0.542721,0.996307,2.735465,0.08886,2.626648,2.872847,2.696851,2.858395,5,staged,1
160,2,step_run4,2,3,0.686889,0.808222,2.708188,0.05387,2.655556,2.811718,2.693148,2.78917,5,staged,1
161,2,step_run4,2,3,0.700784,0.792536,4.331853,3.17916,2.663648,10.688979,2.756053,9.120682,5,staged,1
162,2,step_run4,2,3,0.70531,0.774454,2.689666,0.081393,2.601482,2.828219,2.690128,2.805282,5,staged,1
163,2,step_run4,2,3,0.584699,0.972073,2.711369,0.061498,2.633389,2.819052,2.700128,2.799997,5,staged,1
164,2,step_run4,2,3,0.453934,1.021106,4.310365,3.165701,2.621982,10.638313,2.716943,9.095038,5,staged,1
165,3,step_run4,3,2,0.852544,0.420446,1.743341,0.101026,1.635855,1.897367,1.681409,1.883464,5,staged,1
166,2,step_run4,2,3,0.644353,0.903172,4.305136,3.20144,2.616482,10.705997,2.69661,9.13533,5,staged,1
167,0,step_run4,0,2,0.996505,0.023275,3.305845,3.190704,1.596225,9.684371,1.752389,8.120919,5,staged,1
168,0,step_run4,0,1,0.992043,0.047002,0.743921,0.126852,0.628283,0.953332,0.67293,0.92811,5,staged,1
169,0,step_run4,0,1,0.947611,0.20931,0.767713,0.040581,0.729503,0.841149,0.747762,0.829097,5,staged,1
170,0,step_run4,0,1,0.984512,0.080871,0.789568,0.078785,0.728115,0.942554,0.753317,0.910929,5,staged,1
171,0,step_run4,0,1,0.971347,0.132081,0.677679,0.063128,0.626506,0.800465,0.657986,0.773862,5,staged,1
172,0,step_run4,0,1,0.98441,0.081213,0.787313,0.051857,0.741373,0.888722,0.770335,0.865263,5,staged,1
173,1,step_run5,1,2,0.801945,0.637706,1.709146,0.100916,1.610392,1.847998,1.660484,1.840824,5,staged,1
174,1,step_run5,1,3,0.663402,0.86148,4.312469,3.176949,2.611056,10.664721,2.745183,9.099009,5,staged,1
175,1,step_run5,1,2,0.784688,0.683226,1.793814,0.0741,1.705612,1.911034,1.757611,1.897897,5,staged,1
176,3,step_run5,2,3,0.711466,0.777465,2.679225,0.083051,2.586816,2.815237,2.65437,2.797697,5,staged,1
177,2,step_run5,2,3,0.63585,0.914831,2.714651,0.068866,2.642463,2.830478,2.721388,2.81096,5,staged,1
178,2,step_run5,2,3,0.58083,0.977383,4.311687,3.16889,2.614945,10.647591,2.729887,9.089427,5,staged,1
179,1,step_run5,1,2,0.773116,0.694854,1.749112,0.053583,1.648169,1.800666,1.760908,1.797755,5,staged,1
180,2,step_run5,2,3,0.699431,0.789533,4.290021,3.178935,2.624889,10.646165,2.683351,9.084909,5,staged,1
181,2,step_run5,2,3,0.71073,0.743216,2.717887,0.0814,2.617667,2.82533,2.687777,2.820534,5,staged,1
182,2,step_run5,1,3,0.522509,1.026621,2.715436,0.06488,2.65137,2.837052,2.707554,2.811901,5,staged,1
183,2,step_run5,2,3,0.600208,0.701967,2.681374,0.085786,2.557984,2.804793,2.649426,2.793108,5,staged,1
184,2,step_run5,2,2,0.595972,0.736249,1.80254,0.148166,1.613337,2.000643,1.824887,1.983873,5,staged,1
185,1,step_run5,2,3,0.578662,0.975457,2.697469,0.114169,2.52241,2.848792,2.672647,2.837407,5,staged,1
186,2,step_run5,2,3,0.699829,0.683189,4.30798,3.202205,2.625223,10.711108,2.714257,9.132619,5,staged,1
187,1,step_run5,1,3,0.447155,1.014872,2.711987,0.079629,2.604389,2.851403,2.698259,2.824311,5,staged,1
188,2,step_run5,3,3,0.511096,0.711473,2.74449,0.092985,2.651277,2.917753,2.716517,2.884798,5,staged,1
189,2,step_run5,2,3,0.684196,0.80795,4.297447,3.160993,2.612186,10.616944,2.791608,9.061295,5,staged,1
190,1,step_run5,2,3,0.575423,0.978779,2.719561,0.082969,2.6325,2.822163,2.690962,2.820504,5,staged,1
191,2,step_run5,3,2,0.557905,0.706165,1.741752,0.100769,1.604559,1.860517,1.742315,1.857358,5,staged,1
192,2,step_run5,2,3,0.642439,0.897031,2.714532,0.075834,2.634871,2.8187,2.698573,2.812022,5,staged,1
193,1,step_run5,1,2,0.918494,0.363023,1.738848,0.104401,1.59767,1.860238,1.747685,1.856901,5,staged,1
194,2,step_run5,2,3,0.679935,0.673445,2.711176,0.0775,2.628241,2.818607,2.683073,2.812189,5,staged,1
195,2,step_run5,2,3,0.626235,0.772184,2.730702,0.075386,2.62863,2.844385,2.699851,2.832444,5,staged,1
196,2,step_run5,2,3,0.597663,0.947997,2.732872,0.066105,2.646519,2.821959,2.71735,2.816496,5,staged,1
197,0,step_run5,1,2,0.64665,0.659357,1.784373,0.105655,1.665835,1.972625,1.763333,1.9398,5,staged,1
198,0,step_run5,0,1,0.984727,0.080389,0.809286,0.073515,0.752373,0.950109,0.773335,0.922643,5,staged,1
199,0,step_run5,0,1,0.98746,0.068134,0.737274,0.086881,0.633191,0.878408,0.742614,0.856953,5,staged,1
200,0,step_run5,0,1,0.970499,0.135363,0.750262,0.027831,0.708078,0.783668,0.75154,0.78209,5,staged,1
201,0,step_run5,0,1,0.97111,0.132099,0.79185,0.069772,0.743744,0.926795,0.751947,0.899851,5,staged,1
202,0,step_run5,0,1,0.992551,0.044343,0.672512,0.065898,0.625561,0.801002,0.639691,0.774265,5,staged,1
203,0,step_run5,0,1,0.980878,0.095976,0.794254,0.060269,0.744188,0.907703,0.774002,0.886074,5,staged,1
204,0,step_run5,0,1,0.98917,0.06036,0.778943,0.072109,0.672245,0.893204,0.771743,0.875804,5,staged,1
205,0,step_run5,0,1,0.990565,0.053901,0.726226,0.068774,0.633728,0.813761,0.738725,0.807539,5,staged,1
206,0,step_run5,0,1,0.989563,0.058519,0.788921,0.049187,0.73804,0.875038,0.783817,0.860479,5,staged,1
207,0,step_run5,0,1,0.992086,0.046569,0.701034,0.102522,0.62521,0.898462,0.649542,0.859337,5,staged,1
208,0,step_run5,0,1,0.976006,0.114874,0.764651,0.039113,0.726429,0.822853,0.748262,0.817961,5,staged,1
209,0,step_run5,0,1,0.963907,0.157843,0.787654,0.054249,0.744151,0.893092,0.772632,0.870067,5,staged,1
210,0,step_run5,0,1,0.963672,0.158398,0.692215,0.066075,0.630597,0.813112,0.673134,0.791613,5,staged,1
211,0,step_run5,0,1,0.971155,0.132358,0.79805,0.052419,0.750891,0.893111,0.766299,0.87766,5,staged,1
212,0,step_run5,0,1,0.982363,0.089831,0.744877,0.088348,0.632079,0.877055,0.76291,0.859374,5,staged,1
213,0,step_run5,0,1,0.977506,0.108969,0.751077,0.053054,0.661486,0.825538,0.756688,0.814516,5,staged,1
214,0,step_run5,0,1,0.990495,0.054269,0.786928,0.064409,0.73917,0.909907,0.751558,0.886411,5,staged,1
215,0,step_run5,0,1,0.989437,0.059246,0.682808,0.079877,0.626376,0.838816,0.636802,0.806324,5,staged,1
216,0,step_run5,0,1,0.983116,0.086797,0.782691,0.055752,0.738707,0.891685,0.759632,0.868204,5,staged,1
217,0,step_run5,0,1,0.983157,0.086498,0.770984,0.07114,0.667894,0.8895,0.769854,0.867615,5,staged,1
218,0,step_run5,0,1,0.989378,0.059548,0.714855,0.055933,0.638042,0.768873,0.74941,0.76744,5,staged,1
219,0,step_run5,0,1,0.98628,0.07346,0.796535,0.045263,0.742355,0.872204,0.785706,0.861312,5,staged,1
220,0,step_run5,0,1,0.970958,0.133455,0.714233,0.09205,0.629265,0.867797,0.668949,0.848349,5,staged,1
221,0,step_run5,0,1,0.936387,0.24229,0.771484,0.033955,0.729929,0.812983,0.769261,0.811705,5,staged,1
222,2,step_run5,2,3,0.706079,0.783859,4.309902,3.17938,2.619204,10.666701,2.712295,9.105678,5,staged,1
223,2,step_run5,2,3,0.692674,0.823566,2.657907,0.071506,2.597445,2.782312,2.610279,2.764779,5,staged,1
224,1,step_run5,1,2,0.807807,0.641161,3.360596,3.166058,1.65728,9.689871,1.846683,8.134833,5,staged,1
225,2,step_run5,2,3,0.448018,1.063293,2.705836,0.081355,2.605112,2.820292,2.687314,2.811659,5,staged,1
226,2,step_run5,2,3,0.715586,0.762767,2.721191,0.058917,2.656259,2.825459,2.721332,2.806115,5,staged,1
227,2,step_run5,2,3,0.700763,0.799959,4.299202,3.15555,2.590834,10.608388,2.752757,9.05298,5,staged,1
228,2,step_run5,2,3,0.720324,0.743132,2.710913,0.076241,2.611723,2.819867,2.71785,2.808378,5,staged,1
