timestamp,scenario,poll_interval_s,throughput_mbps,channel_occupancy_percent,channel_occupancy_method,latency_ms,probe_jitter_ms,probe_loss_pct,probe_ok,packet_loss_udp_percent,tx_retx_delta,tx_packets_delta,tx_retry_ratio,rssi_dbm,connected_clients,rssi_delta_db,rssi_moving_avg_dbm,sta_tx_bitrate_min,sta_tx_bitrate_mean,throughput_score,occupancy_score,jitter_score,loss_score,latency_score,retry_score,congestion_score,label
2026-08-28 19:59:45,step_run1,0.0,0.0,20.0,instantaneous,1.94,,,0,,0,0,0.0,-38.33,3,0.0,-38.33,0.0,0.0,0.0,0.125,0.0,0.0,0.0081,0.0,0.125,0
2026-08-28 19:59:47,step_run1,1.014,1.34,20.0,instantaneous_fallback,3.438,1.892,0.0,1,,0,253,0.0,-37.67,3,0.67,-38.0,135.0,135.0,0.0089,0.125,0.0236,0.0,0.0143,0.0,0.125,0
2026-08-28 19:59:48,step_run1,1.011,2.22,20.0,instantaneous_fallback,3.359,1.892,0.0,1,,10,360,0.0161,-37.67,3,0.0,-37.89,72.2,72.2,0.0148,0.125,0.0236,0.0,0.014,0.0402,0.125,0
2026-08-28 19:59:49,step_run1,1.009,0.43,20.0,instantaneous_fallback,4.742,1.227,0.0,1,,0,224,0.0118,-37.67,3,0.0,-37.83,13.5,13.5,0.0029,0.125,0.0153,0.0,0.0198,0.0295,0.125,0
2026-08-28 19:59:50,step_run1,1.014,0.24,16.67,instantaneous_fallback,3.452,1.227,0.0,1,,6,127,0.0163,-37.67,3,0.0,-37.8,150.0,150.0,0.0016,0.1042,0.0153,0.0,0.0144,0.0407,0.1042,0
2026-08-28 19:59:51,step_run1,1.016,0.91,16.67,instantaneous_fallback,3.452,1.884,0.0,1,,0,240,0.0131,-38.0,3,-0.33,-37.73,65.0,65.0,0.0061,0.1042,0.0235,0.0,0.0144,0.0328,0.1042,0
2026-08-28 19:59:52,step_run1,1.016,0.4,20.0,instantaneous_fallback,3.452,1.884,0.0,1,,6,232,0.0183,-38.0,3,0.0,-37.8,28.9,34.0,0.0027,0.125,0.0235,0.0,0.0144,0.0457,0.125,0
2026-08-28 19:59:53,step_run1,1.014,3.09,20.0,instantaneous_fallback,2.391,1.224,0.0,1,,4,288,0.0142,-37.0,3,1.0,-37.67,6.5,29.8,0.0206,0.125,0.0153,0.0,0.01,0.0355,0.125,0
2026-08-28 19:59:54,step_run1,1.021,0.47,20.0,instantaneous_fallback,4.106,1.224,0.0,1,,4,247,0.0173,-37.0,3,0.0,-37.53,81.0,81.0,0.0031,0.125,0.0153,0.0,0.0171,0.0432,0.125,0
2026-08-28 19:59:55,step_run1,1.019,0.39,20.0,instantaneous_fallback,4.316,1.356,0.0,1,,0,222,0.0113,-37.0,3,0.0,-37.4,7.2,7.2,0.0026,0.125,0.0169,0.0,0.018,0.0282,0.125,0
2026-08-28 19:59:56,step_run1,1.048,1.13,20.0,instantaneous_fallback,4.848,1.356,0.0,1,,0,281,0.0109,-36.67,3,0.33,-37.13,39.0,39.0,0.0075,0.125,0.0169,0.0,0.0202,0.0273,0.125,0
2026-08-28 19:59:57,step_run1,1.018,0.42,20.0,instantaneous_fallback,4.316,3.944,0.0,1,,0,214,0.0063,-36.33,3,0.33,-36.8,6.5,35.9,0.0028,0.125,0.0493,0.0,0.018,0.0158,0.125,0
2026-08-28 19:59:58,step_run1,1.016,3.22,20.0,instantaneous_fallback,3.893,3.944,0.0,1,,28,362,0.0236,-35.67,3,0.67,-36.53,6.5,16.2,0.0215,0.125,0.0493,0.0,0.0162,0.059,0.125,0
2026-08-28 19:59:59,step_run1,1.017,3.76,20.0,delta,3.893,1.138,0.0,1,,8,440,0.0232,-36.0,3,-0.33,-36.33,6.5,33.5,0.0251,0.125,0.0142,0.0,0.0162,0.058,0.125,0
2026-08-28 20:00:00,step_run1,1.033,10.74,23.33,instantaneous_fallback,4.592,1.138,0.0,1,,82,895,0.0511,-35.0,3,1.0,-35.93,6.5,17.6,0.0716,0.1458,0.0142,0.0,0.0191,0.1278,0.1458,0
2026-08-28 20:00:01,step_run1,1.016,43.59,23.33,instantaneous_fallback,9.307,1.793,0.0,1,,508,2452,0.1255,-33.33,3,1.67,-35.27,39.0,39.0,0.2906,0.1458,0.0224,0.0,0.0388,0.3775,0.1458,0
2026-08-28 20:00:02,step_run1,1.022,43.52,36.67,instantaneous_fallback,9.417,1.793,0.0,1,,368,2467,0.1306,-35.33,3,-2.0,-35.07,52.0,52.0,0.2901,0.2292,0.0224,0.0,0.0392,0.403,0.2292,0
2026-08-28 20:00:03,step_run1,1.017,37.61,40.0,instantaneous_fallback,9.417,5.116,0.0,1,,296,2149,0.1306,-34.67,3,0.67,-34.87,58.5,58.5,0.2507,0.25,0.0639,0.0,0.0392,0.403,0.25,1
2026-08-28 20:00:04,step_run1,1.04,25.1,40.0,instantaneous_fallback,10.504,5.116,0.0,1,,572,1435,0.1627,-36.0,3,-1.33,-34.87,14.4,14.4,0.1673,0.25,0.0639,0.0,0.0438,0.5317,0.25,1
2026-08-28 20:00:05,step_run1,1.017,43.0,40.0,instantaneous_fallback,4.186,3.802,0.0,1,,590,2399,0.1763,-37.33,3,-1.33,-35.33,6.5,51.2,0.2867,0.25,0.0475,0.0,0.0174,0.5658,0.25,1
2026-08-28 20:00:06,step_run1,1.2,35.71,50.0,instantaneous_fallback,18.786,3.802,0.0,1,,228,2277,0.1607,-36.0,3,1.33,-35.87,6.5,23.5,0.2381,0.4167,0.0475,0.0,0.0783,0.5268,0.4167,1
2026-08-28 20:00:08,step_run1,1.053,63.49,50.0,delta,61.403,7.322,0.0,1,,1198,3725,0.194,-35.0,3,1.0,-35.8,26.0,26.0,0.4233,0.4167,0.0915,0.0,0.2558,0.61,0.4167,1
2026-08-28 20:00:09,step_run1,1.028,45.46,55.17,instantaneous_fallback,61.403,7.322,0.0,1,,814,2522,0.2159,-35.33,3,-0.33,-35.93,13.0,13.0,0.3031,0.5021,0.0915,0.0,0.2558,0.6647,0.5021,2
2026-08-28 20:00:10,step_run1,1.043,21.47,63.33,instantaneous_fallback,16.622,7.322,0.0,1,,600,1172,0.2209,-35.33,3,0.0,-35.8,65.0,65.0,0.1431,0.6041,0.0915,0.0,0.0693,0.6773,0.6041,2
2026-08-28 20:00:11,step_run1,1.135,31.61,63.33,instantaneous_fallback,16.622,6.721,0.0,1,,440,2003,0.219,-35.33,3,0.0,-35.4,121.5,121.5,0.2107,0.6041,0.084,0.0,0.0693,0.6725,0.6041,2
2026-08-28 20:00:12,step_run1,1.192,46.97,63.33,instantaneous_fallback,63.878,6.721,0.0,1,,2068,3071,0.2907,-35.0,3,0.33,-35.2,65.0,65.0,0.3131,0.6041,0.084,0.0,0.2662,0.8178,0.6041,2
2026-08-28 20:00:13,step_run1,1.175,30.91,63.33,delta,117.85,6.371,3.191,1,,612,2025,0.2958,-35.67,3,-0.67,-35.33,26.0,26.0,0.2061,0.6041,0.0796,0.6369,0.491,0.8263,0.6369,2
2026-08-28 20:00:14,step_run1,1.062,29.39,73.33,instantaneous_fallback,117.85,6.371,3.191,1,,506,1656,0.2986,-36.0,3,-0.33,-35.47,14.4,14.4,0.1959,0.7291,0.0796,0.6369,0.491,0.831,0.7291,2
2026-08-28 20:00:15,step_run1,2.012,19.55,73.33,instantaneous_fallback,107.374,8.117,0.266,1,,936,2377,0.2907,-36.0,3,0.0,-35.6,13.0,13.0,0.1303,0.7291,0.1015,0.133,0.4474,0.8178,0.7291,2
2026-08-28 20:00:17,step_run1,1.015,124.12,73.33,instantaneous_fallback,40.205,8.117,0.266,1,,1796,6293,0.2773,-37.33,3,-1.33,-36.0,57.8,57.8,0.8275,0.7291,0.1015,0.133,0.1675,0.7955,0.7291,2
2026-08-28 20:00:18,step_run1,1.015,45.2,63.33,instantaneous_fallback,6.3,8.117,0.266,1,,610,2423,0.2319,-37.67,3,-0.33,-36.53,26.0,26.0,0.3013,0.6041,0.1015,0.133,0.0262,0.7047,0.6041,2
2026-08-28 20:00:19,step_run1,1.119,40.21,60.0,instantaneous_fallback,6.3,3.195,0.0,1,,520,2496,0.2227,-37.67,3,0.0,-36.93,13.0,13.0,0.2681,0.5625,0.0399,0.0,0.0262,0.6817,0.5625,2
2026-08-28 20:00:20,step_run1,1.021,39.56,46.67,instantaneous_fallback,10.13,3.195,0.0,1,,644,2064,0.2235,-36.67,3,1.0,-37.07,6.5,29.2,0.2637,0.3612,0.0399,0.0,0.0422,0.6838,0.3612,1
2026-08-28 20:00:21,step_run1,1.039,44.76,46.67,instantaneous_fallback,15.458,3.389,0.0,1,,344,2743,0.1964,-37.67,3,-1.0,-37.4,6.5,33.2,0.2984,0.3612,0.0424,0.0,0.0644,0.616,0.3612,1
2026-08-28 20:00:23,step_run1,1.017,42.96,46.67,instantaneous_fallback,10.13,3.389,0.0,1,,556,2414,0.1805,-37.33,3,0.33,-37.4,39.0,60.0,0.2864,0.3612,0.0424,0.0,0.0422,0.5763,0.3612,1
2026-08-28 20:00:24,step_run1,1.019,21.98,46.67,instantaneous_fallback,6.375,3.423,0.0,1,,340,1255,0.1797,-37.33,3,0.0,-37.33,40.5,40.5,0.1465,0.3612,0.0428,0.0,0.0266,0.5742,0.3612,1
2026-08-28 20:00:25,step_run1,1.047,42.87,46.67,instantaneous_fallback,6.375,3.423,0.0,1,,330,2485,0.168,-37.67,3,-0.33,-37.33,13.0,13.0,0.2858,0.3612,0.0428,0.0,0.0266,0.545,0.3612,1
2026-08-28 20:00:26,step_run1,1.016,43.73,53.33,instantaneous_fallback,6.212,4.231,0.0,1,,340,2461,0.144,-37.33,3,0.33,-37.47,21.7,21.7,0.2915,0.4722,0.0529,0.0,0.0259,0.47,0.4722,1
2026-08-28 20:00:27,step_run1,1.047,42.19,53.33,instantaneous_fallback,18.574,4.231,0.0,1,,304,2434,0.1447,-37.33,3,0.0,-37.4,15.0,15.0,0.2813,0.4722,0.0529,0.0,0.0774,0.4735,0.4722,1
2026-08-28 20:00:28,step_run1,1.015,43.63,53.33,instantaneous_fallback,9.938,3.936,0.0,1,,368,2447,0.1318,-37.67,3,-0.33,-37.47,39.0,41.1,0.2909,0.4722,0.0492,0.0,0.0414,0.409,0.4722,1
2026-08-28 20:00:29,step_run1,1.02,43.29,48.28,instantaneous_fallback,9.938,3.936,0.0,1,,624,2450,0.138,-37.67,3,0.0,-37.53,6.5,43.8,0.2886,0.388,0.0492,0.0,0.0414,0.44,0.388,1
2026-08-28 20:00:30,step_run1,1.021,42.73,55.17,delta,8.859,3.411,0.0,1,,550,2401,0.152,-37.67,3,0.0,-37.53,43.3,43.3,0.2849,0.5021,0.0426,0.0,0.0369,0.505,0.5021,2
2026-08-28 20:00:31,step_run1,1.014,42.76,50.0,instantaneous_fallback,5.995,3.411,0.0,1,,676,2374,0.1724,-37.33,3,0.33,-37.53,39.0,49.5,0.2851,0.4167,0.0426,0.0,0.025,0.556,0.4167,1
2026-08-28 20:00:32,step_run1,1.118,41.35,50.0,instantaneous_fallback,5.995,6.368,0.0,1,,858,2597,0.2005,-38.0,3,-0.67,-37.67,7.2,7.2,0.2757,0.4167,0.0796,0.0,0.025,0.6262,0.4167,1
2026-08-28 20:00:33,step_run1,1.025,42.63,50.0,instantaneous_fallback,23.501,6.368,0.0,1,,434,2407,0.2044,-36.67,3,1.33,-37.47,28.9,28.9,0.2842,0.4167,0.0796,0.0,0.0979,0.636,0.4167,1
2026-08-28 20:00:34,step_run1,1.036,43.88,50.0,instantaneous_fallback,23.501,3.514,0.0,1,,712,2520,0.208,-37.33,3,-0.67,-37.4,72.2,72.2,0.2925,0.4167,0.0439,0.0,0.0979,0.645,0.4167,1
2026-08-28 20:00:35,step_run1,1.017,41.28,50.0,instantaneous_fallback,13.764,3.514,0.0,1,,520,2338,0.2073,-36.67,3,0.67,-37.2,54.0,54.0,0.2752,0.4167,0.0439,0.0,0.0573,0.6432,0.4167,1
2026-08-28 20:00:36,step_run1,1.023,44.95,46.67,instantaneous_fallback,8.309,3.974,0.0,1,,532,2536,0.1977,-37.0,3,-0.33,-37.13,6.5,78.2,0.2997,0.3612,0.0497,0.0,0.0346,0.6192,0.3612,1
2026-08-28 20:00:37,step_run1,1.017,43.01,46.67,instantaneous_fallback,5.957,3.974,0.0,1,,626,2422,0.1877,-37.0,3,0.0,-36.93,43.3,43.3,0.2867,0.3612,0.0497,0.0,0.0248,0.5942,0.3612,1
2026-08-28 20:00:38,step_run1,1.023,43.13,46.67,instantaneous_fallback,8.309,2.468,0.0,1,,948,2440,0.2141,-38.67,3,-1.67,-37.33,135.0,135.0,0.2875,0.3612,0.0308,0.0,0.0346,0.6603,0.3612,1
2026-08-28 20:00:39,step_run1,1.019,21.77,50.0,instantaneous_fallback,5.957,2.468,0.0,1,,172,1230,0.2033,-38.0,3,0.67,-37.47,21.7,21.7,0.1451,0.4167,0.0308,0.0,0.0248,0.6333,0.4167,1
2026-08-28 20:00:40,step_run1,1.022,43.4,50.0,instantaneous_fallback,8.438,3.46,0.0,1,,502,2460,0.2005,-36.0,3,2.0,-37.33,65.0,65.0,0.2893,0.4167,0.0432,0.0,0.0352,0.6262,0.4167,1
2026-08-28 20:00:41,step_run1,1.016,41.07,50.0,instantaneous_fallback,4.777,3.46,0.0,1,,376,2317,0.1945,-36.0,3,0.0,-37.13,135.0,135.0,0.2738,0.4167,0.0432,0.0,0.0199,0.6112,0.4167,1
2026-08-28 20:00:42,step_run1,1.016,44.69,53.33,instantaneous_fallback,4.604,3.284,0.0,1,,486,2489,0.1851,-36.0,3,0.0,-36.93,39.0,94.5,0.2979,0.4722,0.041,0.0,0.0192,0.5877,0.4722,1
2026-08-28 20:00:43,step_run1,1.022,43.87,53.33,instantaneous_fallback,4.604,3.284,0.0,1,,686,2503,0.1681,-36.33,3,-0.33,-36.47,120.0,120.0,0.2925,0.4722,0.041,0.0,0.0192,0.5453,0.4722,1
2026-08-28 20:00:44,step_run1,1.034,40.6,50.0,instantaneous_fallback,6.319,5.448,0.0,1,,470,2300,0.1727,-35.0,3,1.33,-35.87,43.3,43.3,0.2707,0.4167,0.0681,0.0,0.0263,0.5567,0.4167,1
2026-08-28 20:00:45,step_run1,1.169,38.82,50.0,instantaneous_fallback,82.106,5.448,0.0,1,,1026,2447,0.2016,-34.67,3,0.33,-35.6,30.0,34.5,0.2588,0.4167,0.0681,0.0,0.3421,0.629,0.4167,1
2026-08-28 20:00:46,step_run1,1.096,28.13,56.67,instantaneous_fallback,82.106,7.025,0.0,1,,1496,1848,0.2644,-36.0,3,-1.33,-35.6,65.0,65.0,0.1875,0.5209,0.0878,0.0,0.3421,0.774,0.5209,2
2026-08-28 20:00:47,step_run1,1.161,27.83,70.0,instantaneous_fallback,77.207,7.025,0.0,1,,948,1663,0.3006,-35.0,3,1.0,-35.4,13.5,26.2,0.1855,0.6875,0.0878,0.0,0.3217,0.8343,0.6875,2
2026-08-28 20:00:49,step_run1,2.039,15.41,72.41,delta,77.207,11.822,0.0,1,,810,1916,0.3183,-35.0,3,0.0,-35.13,13.5,13.5,0.1027,0.7176,0.1478,0.0,0.3217,0.8638,0.7176,2
2026-08-28 20:00:51,step_run1,1.052,92.92,72.41,instantaneous_fallback,82.049,11.822,0.0,1,,2946,4673,0.3654,-35.0,3,0.0,-35.13,58.5,58.5,0.6195,0.7176,0.1478,0.0,0.3419,0.9423,0.7176,2
2026-08-28 20:00:52,step_run1,1.071,30.84,68.97,instantaneous_fallback,82.049,11.822,0.0,1,,660,1970,0.3624,-35.33,3,-0.33,-35.27,30.0,30.0,0.2056,0.6746,0.1478,0.0,0.3419,0.9373,0.6746,2
2026-08-28 20:00:53,step_run1,1.086,14.8,68.97,delta,82.049,11.822,0.0,1,,400,812,0.3431,-35.67,3,-0.33,-35.2,54.0,54.0,0.0987,0.6746,0.1478,0.0,0.3419,0.9052,0.6746,2
2026-08-28 20:00:54,step_run1,1.198,16.83,80.0,instantaneous_fallback,86.188,6.092,0.532,1,,602,1109,0.3408,-35.33,3,0.33,-35.27,19.5,19.5,0.1122,0.8333,0.0761,0.266,0.3591,0.9013,0.8333,3
2026-08-28 20:00:55,step_run1,1.085,33.62,82.76,instantaneous_fallback,109.361,6.092,0.532,1,,1476,2105,0.3632,-36.33,3,-1.0,-35.53,19.5,19.5,0.2241,0.8793,0.0761,0.266,0.4557,0.9387,0.8793,3
2026-08-28 20:00:56,step_run1,1.141,29.38,80.0,instantaneous_fallback,109.361,6.552,0.0,1,,974,1951,0.341,-35.67,3,0.67,-35.67,58.5,58.5,0.1959,0.8333,0.0819,0.0,0.4557,0.9017,0.8333,3
2026-08-28 20:00:57,step_run1,2.01,15.7,76.67,instantaneous_fallback,119.148,6.552,0.0,1,,1174,1715,0.3755,-35.67,3,0.0,-35.73,57.8,57.8,0.1047,0.7778,0.0819,0.0,0.4964,0.9592,0.7778,3
2026-08-28 20:00:59,step_run1,2.013,59.52,76.67,instantaneous_fallback,195.332,6.552,0.0,1,,2914,4350,0.3887,-35.0,3,0.67,-35.6,6.5,22.4,0.3968,0.7778,0.0819,0.0,0.6046,0.9812,0.7778,3
2026-08-28 20:01:01,step_run1,1.332,43.97,73.33,instantaneous_fallback,223.631,6.552,0.0,1,,166,1824,0.3595,-34.67,3,0.33,-35.47,6.5,28.2,0.2931,0.7291,0.0819,0.0,0.6439,0.9325,0.7291,2
2026-08-28 20:01:03,step_run1,2.028,25.54,63.33,instantaneous_fallback,195.332,5.58,0.0,1,,0,2170,0.3033,-34.33,3,0.33,-35.07,6.5,22.4,0.1703,0.6041,0.0698,0.0,0.6046,0.8388,0.6046,2
2026-08-28 20:01:05,step_run1,1.015,100.54,50.0,instantaneous_fallback,15.809,5.58,0.0,1,,1300,6027,0.2567,-34.33,3,0.0,-34.8,135.0,135.0,0.6703,0.4167,0.0698,0.0,0.0659,0.7612,0.4167,1
2026-08-28 20:01:06,step_run1,1.026,21.12,48.28,instantaneous_fallback,12.21,5.58,0.0,1,,320,1111,0.2329,-34.67,3,-0.33,-34.6,52.0,52.0,0.1408,0.388,0.0698,0.0,0.0509,0.7072,0.388,1
2026-08-28 20:01:07,step_run1,1.014,37.44,48.28,delta,7.332,7.333,0.0,1,,788,1793,0.1661,-34.67,3,0.0,-34.53,15.0,15.0,0.2496,0.388,0.0917,0.0,0.0306,0.5403,0.388,1
2026-08-28 20:01:08,step_run1,1.143,39.3,55.17,instantaneous_fallback,7.332,7.333,0.0,1,,722,2679,0.1851,-34.67,3,0.0,-34.53,6.5,17.7,0.262,0.5021,0.0917,0.0,0.0306,0.5877,0.5021,2
2026-08-28 20:01:09,step_run1,1.021,48.13,55.17,instantaneous_fallback,39.449,5.102,0.0,1,,726,2772,0.2114,-34.67,3,0.0,-34.6,52.0,52.0,0.3209,0.5021,0.0638,0.0,0.1644,0.6535,0.5021,2
2026-08-28 20:01:10,step_run1,1.04,40.92,50.0,instantaneous_fallback,39.449,5.102,0.0,1,,812,2252,0.241,-34.67,3,0.0,-34.67,52.0,52.0,0.2728,0.4167,0.0638,0.0,0.1644,0.7275,0.4167,1
2026-08-28 20:01:11,step_run1,1.021,44.36,50.0,instantaneous_fallback,18.303,7.769,0.0,1,,818,2593,0.2423,-34.67,3,0.0,-34.67,43.3,43.3,0.2957,0.4167,0.0971,0.0,0.0763,0.7308,0.4167,1
2026-08-28 20:01:12,step_run1,1.015,38.8,51.72,instantaneous_fallback,11.301,7.769,0.0,1,,594,2194,0.2272,-34.67,3,0.0,-34.67,65.0,65.0,0.2587,0.4453,0.0971,0.0,0.0471,0.693,0.4453,1
2026-08-28 20:01:13,step_run1,1.017,48.93,51.72,delta,4.91,7.769,0.0,1,,602,2684,0.2213,-34.67,3,0.0,-34.67,43.3,43.3,0.3262,0.4453,0.0971,0.0,0.0205,0.6783,0.4453,1
2026-08-28 20:01:14,step_run1,1.016,40.51,51.72,instantaneous_fallback,4.425,1.931,5.585,1,,748,2138,0.2316,-34.67,3,0.0,-34.67,43.3,43.3,0.2701,0.4453,0.0241,0.7792,0.0184,0.704,0.7792,3
2026-08-28 20:01:15,step_run1,1.034,41.31,46.67,instantaneous_fallback,4.91,1.931,5.585,1,,222,2355,0.1996,-35.0,3,-0.33,-34.73,65.0,65.0,0.2754,0.3612,0.0241,0.7792,0.0205,0.624,0.7792,3
2026-08-28 20:01:16,step_run1,1.256,16.87,53.33,instantaneous_fallback,26.584,11.885,0.0,1,,326,1261,0.1899,-35.0,3,0.0,-34.8,81.0,81.0,0.1125,0.4722,0.1486,0.0,0.1108,0.5998,0.4722,1
2026-08-28 20:01:17,step_run1,2.038,18.67,66.67,instantaneous_fallback,38.651,3.026,0.0,1,,1050,1914,0.2217,-35.0,3,0.0,-34.87,135.0,135.0,0.1245,0.6459,0.0378,0.0,0.161,0.6793,0.6459,2
2026-08-28 20:01:19,step_run1,1.017,106.69,66.67,instantaneous_fallback,77.955,3.026,0.0,1,,1484,6050,0.2183,-35.33,3,-0.33,-35.0,13.0,13.0,0.7113,0.6459,0.0378,0.0,0.3248,0.6707,0.6459,2
2026-08-28 20:01:20,step_run1,1.057,50.73,62.07,instantaneous_fallback,38.651,5.352,0.0,1,,790,2912,0.2108,-35.33,3,0.0,-35.13,13.0,13.0,0.3382,0.5884,0.0669,0.0,0.161,0.652,0.5884,2
2026-08-28 20:01:21,step_run1,1.024,39.7,53.33,instantaneous_fallback,23.398,5.352,0.0,1,,968,1992,0.2463,-35.33,3,0.0,-35.2,39.0,39.0,0.2647,0.4722,0.0669,0.0,0.0975,0.7408,0.4722,1
2026-08-28 20:01:22,step_run1,1.076,44.47,53.33,instantaneous_fallback,23.398,5.352,0.0,1,,644,2806,0.2395,-35.0,3,0.33,-35.2,39.0,39.0,0.2965,0.4722,0.0669,0.0,0.0975,0.7238,0.4722,1
2026-08-28 20:01:23,step_run1,1.018,41.11,50.0,instantaneous_fallback,12.919,4.574,0.0,1,,434,2331,0.2117,-35.33,3,-0.33,-35.27,6.5,25.8,0.2741,0.4167,0.0572,0.0,0.0538,0.6542,0.4167,1
2026-08-28 20:01:24,step_run1,1.023,46.7,50.0,instantaneous_fallback,7.64,4.574,0.0,1,,672,2614,0.217,-35.0,3,0.33,-35.2,13.5,13.5,0.3113,0.4167,0.0572,0.0,0.0318,0.6675,0.4167,1
2026-08-28 20:01:26,step_run1,1.25,35.55,43.33,instantaneous_fallback,7.64,3.807,0.0,1,,744,2462,0.221,-35.0,3,0.0,-35.13,57.8,57.8,0.237,0.3055,0.0476,0.0,0.0318,0.6775,0.3055,1
2026-08-28 20:01:27,step_run1,1.03,32.69,43.33,instantaneous_fallback,71.968,2.028,0.0,1,,730,1687,0.2132,-35.0,3,0.0,-35.07,81.0,81.0,0.2179,0.3055,0.0254,0.0,0.2999,0.658,0.3055,1
2026-08-28 20:01:28,step_run1,1.054,49.64,56.67,instantaneous_fallback,71.968,2.028,0.0,1,,938,2949,0.2261,-35.0,3,0.0,-35.07,6.5,35.8,0.3309,0.5209,0.0254,0.0,0.2999,0.6903,0.5209,2
2026-08-28 20:01:29,step_run1,1.196,23.94,60.0,instantaneous_fallback,71.968,12.167,0.0,1,,334,1745,0.2298,-35.0,3,0.0,-35.0,135.0,135.0,0.1596,0.5625,0.1521,0.0,0.2999,0.6995,0.5625,2
2026-08-28 20:01:30,step_run1,1.034,37.25,65.52,instantaneous_fallback,56.476,12.167,0.0,1,,716,2171,0.2392,-35.0,3,0.0,-35.0,7.2,7.2,0.2483,0.6315,0.1521,0.0,0.2353,0.723,0.6315,2
2026-08-28 20:01:31,step_run1,1.093,34.04,66.67,instantaneous_fallback,85.459,12.167,0.0,1,,906,1861,0.2582,-35.0,3,0.0,-35.0,60.0,60.0,0.2269,0.6459,0.1521,0.0,0.3561,0.7637,0.6459,2
2026-08-28 20:01:32,step_run1,1.03,67.22,66.67,instantaneous_fallback,56.476,12.167,0.0,1,,1152,3537,0.2481,-35.33,3,-0.33,-35.07,58.5,58.5,0.4481,0.6459,0.1521,0.0,0.2353,0.7452,0.6459,2
2026-08-28 20:01:33,step_run1,1.017,47.41,65.52,instantaneous_fallback,28.639,12.167,0.0,1,,422,2600,0.2286,-35.33,3,0.0,-35.13,120.0,120.0,0.3161,0.6315,0.1521,0.0,0.1193,0.6965,0.6315,2
2026-08-28 20:01:34,step_run1,1.044,41.33,56.67,instantaneous_fallback,20.789,2.313,0.0,1,,836,2358,0.2435,-35.67,3,-0.33,-35.27,39.0,49.5,0.2755,0.5209,0.0289,0.0,0.0866,0.7337,0.5209,2
2026-08-28 20:01:35,step_run1,1.034,42.2,50.0,instantaneous_fallback,20.789,2.313,0.0,1,,394,2478,0.2243,-35.67,3,0.0,-35.4,7.2,7.2,0.2813,0.4167,0.0289,0.0,0.0866,0.6857,0.4167,1
